"date","tow.id","swept.area","swept.area.method"
"2020-08-02","GP028F",1947,"model"
"2020-08-02","GP032F",2106,"model"
"2020-08-02","GP022F",2452,"average"
"2020-08-02","GP030F",2370,"model"
"2020-08-02","GP040F",2318,"model"
"2020-08-02","GP042F",2199,"model"
"2020-08-02","GP041F",2487,"model"
"2020-08-03","GP015F",2415,"model"
"2020-08-03","GP012F",2185,"model"
"2020-08-03","GP010F",2375,"average"
"2020-08-03","GP011F",1807,"model"
"2020-08-03","GP007F",1890,"model"
"2020-08-03","GP005F",2600,"model"
"2020-08-03","GP001F",1850,"model"
"2020-08-03","GP003F",2331,"model"
"2020-08-03","GP004F",2353,"model"
"2020-08-03","GP002F",2020,"model"
"2020-08-03","GP006F",2651,"model"
"2020-08-04","GP008F",2622,"model"
"2020-08-04","GP009F",2966,"model"
"2020-08-08","GP013A1",2287,"model"
"2020-08-08","GP017F",2136,"model"
"2020-08-08","GP021F",1939,"model"
"2020-08-08","GP020F",2143,"model"
"2020-08-08","GP014F",2188,"model"
"2020-08-08","GP034F",2826,"model"
"2020-08-08","GP027F",2153,"model"
"2020-08-08","GP033F",2062,"model"
"2020-08-08","GP057F",2364,"model"
"2020-08-08","GP038F",2617,"average"
"2020-08-08","GP035F",2479,"average"
"2020-08-09","GP054F",2621,"model"
"2020-08-09","GP064F",4018,"model"
"2020-08-09","GP056F",2556,"model"
"2020-08-09","GP074F",2227,"model"
"2020-08-09","GP083F",1466,"model"
"2020-08-09","GP078F",2478,"model"
"2020-08-09","GP107F",2778,"model"
"2020-08-09","GP096F",2833,"model"
"2020-08-09","GP112F",3184,"model"
"2020-08-09","GP103A1",3015,"model"
"2020-08-09","GP089F",3523,"model"
"2020-08-10","GP086A1",3326,"model"
"2020-08-10","GP073A1",2273,"model"
"2020-08-10","GP065F",2416,"model"
"2020-08-10","GP059F",2932,"model"
"2020-08-10","GP058F",1771,"model"
"2020-08-10","GP029F",2917,"model"
"2020-08-10","GP037F",3298,"model"
"2020-08-10","GP055A1",2873,"model"
"2020-08-10","GP071F",3689,"model"
"2020-08-11","GP053F",2100,"model"
"2020-08-11","GP039F",2955,"model"
"2020-08-11","GP031A1",3004,"model"
"2020-08-11","GP045F",2077,"model"
"2020-08-11","GP062F",2515,"model"
"2020-08-11","GP060F",2086,"model"
"2020-08-12","GP082A1",3177,"average"
"2020-08-12","GP075F",3919,"model"
"2020-08-12","GP101F",1335,"model"
"2020-08-12","GP114F",3774,"model"
"2020-08-12","GP126F",2961,"model"
"2020-08-12","GP118F",3572,"model"
"2020-08-12","GP100F",3522,"model"
"2020-08-12","GP087F",3394,"model"
"2020-08-12","GP092A1",3096,"average"
"2020-08-12","GP069F",3085,"model"
"2020-08-13","GP051F",1864,"model"
"2020-08-13","GP052F",2215,"model"
"2020-08-13","GP047A1",3134,"model"
"2020-08-13","GP070A1",2897,"average"
"2020-08-13","GP093F",3008,"average"
"2020-08-13","GP063F",3512,"model"
"2020-08-13","GP095F",3502,"model"
"2020-08-13","GP111F",3537,"model"
"2020-08-13","GP110F",3151,"model"
"2020-08-13","GP129F",2118,"model"
"2020-08-14","GP281F",2444,"model"
"2020-08-14","GP258F",2465,"model"
"2020-08-14","GP247F",2109,"model"
"2020-08-14","GP223F",2494,"model"
"2020-08-14","GP209F",2618,"model"
"2020-08-14","GP204F",2249,"model"
"2020-08-14","GP193F",2358,"model"
"2020-08-14","GP183F",3589,"model"
"2020-08-14","GP172F",3018,"model"
"2020-08-14","GP157F",2603,"model"
"2020-08-14","GP143F",2752,"model"
"2020-08-14","GP144F",2944,"average"
"2020-08-14","GP136F",2709,"model"
"2020-08-15","GP135F",3123,"model"
"2020-08-15","GP145F",3049,"model"
"2020-08-15","GP131F",3346,"model"
"2020-08-15","GP137F",2845,"model"
"2020-08-15","GP132F",2160,"model"
"2020-08-15","GP119F",2724,"model"
"2020-08-15","GP102F",2882,"model"
"2020-08-15","GP108F",3681,"model"
"2020-08-15","GP104F",2308,"model"
"2020-08-15","GP079F",3988,"model"
"2020-08-15","GP090F",3888,"model"
"2020-08-15","GP097A1",4304,"model"
"2020-08-16","GP105F",3003,"model"
"2020-08-16","GP124F",3041,"model"
"2020-08-16","GP150F",1624,"model"
"2020-08-16","GP163F",2616,"average"
"2020-08-16","GP191F",3497,"model"
"2020-08-16","GP210F",2828,"model"
"2020-08-16","GP229F",2653,"model"
"2020-08-16","GP246F",2684,"model"
"2020-08-16","GP252F",3401,"model"
"2020-08-16","GP275F",2518,"model"
"2020-08-16","GP283F",3033,"model"
"2020-08-24","GP241A1",1920,"average"
"2020-08-24","GP231F",2028,"average"
"2020-08-24","GP238F",1911,"average"
"2020-08-24","GP262F",1930,"model"
"2020-08-24","GP264F",1701,"model"
"2020-08-24","GP271F",2362,"model"
"2020-08-24","GP270F",1827,"model"
"2020-08-24","GP277F",1735,"model"
"2020-08-24","GP266F",1839,"model"
"2020-08-24","GP276F",1920,"average"
"2020-08-24","GP254F",1716,"model"
"2020-08-24","GP256F",2045,"average"
"2020-08-29","GP255F",2827,"average"
"2020-08-29","GP244F",2827,"model"
"2020-09-01","GP349F",963,"model"
"2020-09-01","GP355F",2260,"model"
"2020-09-01","GP348F",2992,"model"
"2020-09-01","GP343F",3282,"model"
"2020-09-01","GP347F",2692,"model"
"2020-09-01","GP345F",2579,"average"
"2020-09-01","GP338F",2611,"average"
"2020-09-01","GP328F",2669,"average"
"2020-09-01","GP337F",2620,"average"
"2020-09-01","GP333F",3358,"model"
"2020-09-01","GP321F",2754,"average"
"2020-09-01","GP314F",2432,"model"
"2020-09-01","GP310F",2756,"average"
"2020-09-02","GP308F",2714,"model"
"2020-09-02","GP311F",3361,"model"
"2020-09-02","GP307F",3301,"model"
"2020-09-02","GP297F",2894,"average"
"2020-09-02","GP296F",3793,"model"
"2020-09-02","GP285F",2891,"average"
"2020-09-05","GP228F",2550,"average"
"2020-09-05","GP216F",2113,"model"
"2020-09-05","GP195F",2613,"model"
"2020-09-05","GP178F",2674,"average"
"2020-09-05","GP168F",2894,"average"
"2020-09-05","GP175F",2808,"average"
"2020-09-05","GP155F",2665,"average"
"2020-09-05","GP171F",2711,"average"
"2020-09-05","GP173F",2530,"model"
"2020-09-05","GP148F",2655,"model"
"2020-09-06","GP167A2",1619,"model"
"2020-09-06","GP186A1",2576,"model"
"2020-09-06","GP182F",2512,"average"
"2020-09-06","GP160F",2612,"model"
"2020-09-06","GP140F",2270,"model"
"2020-09-06","GP117A1",2698,"model"
"2020-09-06","GP146F",2598,"model"
"2020-09-06","GP116F",3097,"model"
"2020-09-06","GP151F",3345,"model"
"2020-09-07","GP161F",2636,"model"
"2020-09-07","GP164F",2543,"model"
"2020-09-07","GP177F",3104,"model"
"2020-09-07","GP190F",2719,"model"
"2020-09-07","GP221F",2878,"model"
"2020-09-07","GP232F",3124,"model"
"2020-09-07","GP279F",2482,"model"
"2020-09-07","GP291F",1966,"model"
"2020-09-07","GP288F",2886,"average"
"2020-09-08","GP286F",3210,"model"
"2020-09-08","GP272F",2455,"model"
"2020-09-08","GP267F",2411,"model"
"2020-09-08","GP280F",1832,"model"
"2020-09-08","GP284F",1757,"model"
"2020-09-08","GP294F",1880,"average"
"2020-09-08","GP301F",2309,"model"
"2020-09-08","GP289F",1672,"model"
"2020-09-08","GP298F",2547,"model"
"2020-09-08","GP292F",2826,"model"
"2020-09-09","GP340F",2317,"model"
"2020-09-09","GP339F",2019,"model"
"2020-09-09","GP329F",2807,"model"
"2020-09-09","GP317F",2826,"model"
"2020-09-09","GP327F",2809,"model"
"2020-09-09","GP332F",2998,"model"
"2020-09-09","GP336F",2630,"model"
"2020-09-10","GP330F",2499,"model"
"2020-09-10","GP318F",3054,"model"
"2020-09-10","GP322F",3104,"model"
"2020-09-10","GP309F",2613,"model"
"2020-09-10","GP302F",2930,"average"
"2020-09-10","GP304F",2980,"model"
"2020-09-10","GP299F",3042,"model"
"2020-09-10","GP306F",3039,"model"
"2020-09-10","GP305F",2793,"model"
"2020-09-10","GP319F",2850,"average"
