"date","tow.id","swept.area","swept.area.method"
"2020-07-13","GP354F",2412,"model"
"2020-07-13","GP351F",2347,"model"
"2020-07-13","GP353F",2462,"average"
"2020-07-13","GP352F",3000,"model"
"2020-07-13","GP350F",2026,"model"
"2020-07-13","GP346F",2262,"model"
"2020-07-13","GP342F",2400,"model"
"2020-07-13","GP334F",2232,"model"
"2020-07-15","GP323F",2511,"model"
"2020-07-16","GP325F",2384,"model"
"2020-07-16","GP335F",2425,"model"
"2020-07-16","GP344F",2468,"average"
"2020-07-16","GP341F",2642,"model"
"2020-07-16","GP331F",2175,"model"
"2020-07-16","GP326F",2645,"model"
"2020-07-16","GP315F",2616,"model"
"2020-07-16","GP324F",2309,"average"
"2020-07-16","GP313F",2155,"average"
"2020-07-16","GP320F",2155,"average"
"2020-07-16","GP312F",2155,"average"
"2020-07-16","GP316F",2207,"average"
"2020-07-16","GP295F",1726,"model"
"2020-07-17","GP293F",2191,"average"
"2020-07-17","GP282F",2257,"average"
"2020-07-17","GP273F",2639,"model"
"2020-07-17","GP269F",2363,"average"
"2020-07-17","GP260F",2772,"model"
"2020-07-17","GP251F",1845,"model"
"2020-07-17","GP250F",2507,"average"
"2020-07-17","GP235F",2503,"average"
"2020-07-17","GP237F",2503,"average"
"2020-07-17","GP208F",2975,"model"
"2020-07-18","GP120F",2673,"average"
"2020-07-18","GP098F",2604,"average"
"2020-07-18","GP081FR",2629,"average"
"2020-07-18","GP072A1",2498,"model"
"2020-07-18","GP085F",2629,"average"
"2020-07-18","GP109F",2535,"average"
"2020-07-18","GP122F",2589,"average"
"2020-07-19","GP121F",2818,"model"
"2020-07-19","GP142F",2696,"average"
"2020-07-19","GP156F",2846,"average"
"2020-07-19","GP134F",2305,"model"
"2020-07-19","GP139F",1926,"model"
"2020-07-19","GP115F",3609,"model"
"2020-07-19","GP130F",2557,"model"
"2020-07-19","GP152F",2952,"average"
"2020-07-19","GP138F",2753,"average"
"2020-07-19","GP166F",2530,"model"
"2020-07-19","GP187F",2883,"average"
"2020-07-20","GP203F",2810,"average"
"2020-07-20","GP181F",3321,"model"
"2020-07-20","GP165A1",3376,"model"
"2020-07-20","GP153F",2338,"model"
"2020-07-20","GP169F",2556,"model"
"2020-07-20","GP180F",3506,"model"
"2020-07-20","GP185F",3644,"model"
"2020-07-20","GP201F",2657,"model"
"2020-07-20","GP207F",2638,"model"
"2020-07-20","GP227F",2266,"model"
"2020-07-20","GP230F",1797,"model"
"2020-07-21","GP217F",2766,"model"
"2020-07-21","GP200F",2745,"model"
"2020-07-21","GP218F",2505,"model"
"2020-07-21","GP236F",2567,"model"
"2020-07-21","GP243F",2830,"model"
"2020-07-21","GP249A1",2655,"model"
"2020-07-21","GP261F",2655,"model"
"2020-07-21","GP257F",2445,"model"
"2020-07-21","GP278F",2694,"model"
"2020-07-21","GP290F",1889,"model"
"2020-07-21","GP287F",1640,"model"
"2020-07-21","GP303F",2262,"model"
"2020-07-21","GP300A1",1788,"model"
"2020-07-22","GP253F",2450,"average"
"2020-07-22","GP242F",2464,"average"
"2020-07-22","GP239F",2450,"average"
"2020-07-22","GP224F",2369,"model"
"2020-07-22","GP213F",2700,"model"
"2020-07-22","GP205F",3390,"model"
"2020-07-22","GP222F",2673,"model"
"2020-07-22","GP211F",2507,"model"
"2020-07-22","GP194F",2487,"model"
"2020-07-22","GP199F",2833,"model"
"2020-07-22","GP219F",1790,"model"
"2020-07-22","GP212F",2558,"model"
"2020-07-22","GP196F",2522,"model"
"2020-07-22","GP188F",2774,"model"
"2020-07-23","GP234F",2308,"model"
"2020-07-23","GP240F",2837,"model"
"2020-07-23","GP265F",3071,"model"
"2020-07-28","GP274F",2589,"average"
"2020-07-28","GP268F",2875,"average"
"2020-07-28","GP259F",2817,"average"
"2020-07-28","GP248F",2774,"average"
"2020-07-28","GP263F",2767,"average"
"2020-07-28","GP245F",2915,"model"
"2020-07-28","GP233F",2695,"model"
"2020-07-28","GP226F",2034,"model"
"2020-07-28","GP220F",3273,"model"
"2020-07-28","GP214F",3135,"model"
"2020-07-28","GP192F",2523,"model"
"2020-07-28","GP197F",2482,"model"
"2020-07-28","GP189F",2404,"model"
"2020-07-29","GP174F",2562,"average"
"2020-07-29","GP162F",2292,"model"
"2020-07-29","GP154F",2317,"model"
"2020-07-29","GP133F",2600,"average"
"2020-07-29","GP141F",2468,"model"
"2020-07-29","GP170F",2739,"model"
"2020-07-29","GP159F",2707,"model"
"2020-07-29","GP184F",2254,"model"
"2020-07-29","GP202A2",2689,"average"
"2020-07-29","GP206F",3134,"model"
"2020-07-29","GP215F",2841,"model"
"2020-07-30","GP198F",2522,"model"
"2020-07-30","GP179F",2505,"model"
"2020-07-30","GP176F",2554,"model"
"2020-07-30","GP158F",2358,"model"
"2020-07-30","GP149F",2631,"average"
"2020-07-30","GP147F",3429,"model"
"2020-07-30","GP123F",2804,"average"
"2020-07-30","GP128A1",2670,"average"
"2020-07-30","GP099F",2867,"average"
"2020-07-30","GP094F",2844,"average"
"2020-07-31","GP077A1",3874,"model"
"2020-07-31","GP084F",2240,"model"
"2020-07-31","GP113F",2728,"model"
"2020-07-31","GP127F",2554,"model"
"2020-07-31","GP125F",3111,"model"
"2020-07-31","GP106F",2960,"model"
"2020-07-31","GP080A2",3264,"model"
"2020-07-31","GP088F",2993,"model"
"2020-07-31","GP068F",2078,"model"
"2020-07-31","GP076F",3391,"model"
"2020-07-31","GP061F",3063,"model"
"2020-08-01","GP049A1",2931,"model"
"2020-08-01","GP026F",2983,"model"
"2020-08-01","GP024F",2680,"model"
"2020-08-01","GP036F",2271,"model"
"2020-08-01","GP046F",2643,"model"
"2020-08-01","GP067F",3518,"model"
"2020-08-01","GP091A1",3422,"average"
"2020-08-01","GP066A1",3196,"model"
"2020-08-01","GP048F",3372,"model"
"2020-08-02","GP050F",3079,"model"
"2020-08-02","GP044F",2395,"model"
"2020-08-02","GP025F",2844,"model"
"2020-08-02","GP016F",2292,"model"
"2020-08-02","GP023F",1985,"model"
"2020-08-02","GP019F",2294,"model"
"2020-08-02","GP018F",2743,"model"
