"year","tow.id","passive.swept.area"
2017,"GP162F",259.333907966635
2017,"GP154F",569.977363195698
2017,"GP133F",331.95350165594
2017,"GP141F",421.061529638258
2017,"GP128A2",322.137173049347
2017,"GP123F",637.286135867936
2017,"GP099F",567.280349189799
2017,"GP094F",495.408013935464
2017,"GP113F",1236.55102357062
2017,"GP127F",659.632408987887
2017,"GP125F",694.938233108087
2017,"GP084F",328.510762553203
2017,"GP077F",558.144769829224
2017,"GP068F",850.846044927978
2017,"GP088F",842.361537943058
2017,"GP080A1",369.630255766565
2017,"GP076F",293.452579590683
2017,"GP061F",712.520945602221
2017,"GP049F",245.550387216952
2017,"GP026F",730.013403197261
2017,"GP024F",329.504690647935
2017,"GP036F",239.042962801693
2017,"GP046F",326.08484027171
2017,"GP044F",107.989110074897
2017,"GP025F",1235.72451355699
2017,"GP023F",658.315016372984
2017,"GP016F",555.991358404802
2017,"GP019F",756.372345413106
2017,"GP018F",535.034932129039
2017,"GP028F",744.423518604409
2017,"GP032F",668.020882759459
2017,"GP047A1",372.608713045286
2017,"GP100F",1713.45221439468
2017,"GP087F",965.954418182979
2017,"GP092F",413.122838516523
2017,"GP095F",749.972201579108
2017,"GP111F",924.453689262434
2017,"GP110F",1306.82118184939
2017,"GP131F",1151.80703895013
2017,"GP145F",998.06387375586
2017,"GP135F",2068.26428962429
2017,"GP136F",829.681087815879
2017,"GP144F",272.458751721203
2017,"GP129F",507.084439279219
2017,"GP143F",802.511111474188
2017,"GP118F",649.157043792826
2017,"GP126F",899.460319043146
2017,"GP114F",564.786443294644
2017,"GP101F",1323.81759412777
2017,"GP082F",1415.06760078725
2017,"GP002F",676.548020279387
2017,"GP004F",476.907429586963
2017,"GP003F",161.484797247163
2017,"GP001F",301.266620064173
2017,"GP005F",461.116099052761
2017,"GP006F",817.538701744586
2017,"GP007F",729.744968684717
2017,"GP008F",768.621779787557
2017,"GP009F",450.345809975854
2017,"GP011F",723.618832186725
2017,"GP010F",1237.45345783984
2017,"GP012F",1588.31908015617
2017,"GP013F",713.722504612082
2017,"GP017F",804.656137142636
2017,"GP014F",430.439148910943
2017,"GP020F",1048.92603941575
2017,"GP021F",971.140638533027
2017,"GP015F",184.806417582865
2017,"GP037F",675.885617501164
2017,"GP029F",1115.60331701129
2017,"GP055F",111.64238994036
2017,"GP043F",109.743394548029
2017,"GP053A1",1309.17979658773
2017,"GP060F",938.354286651669
2017,"GP071F",845.89332195237
2017,"GP075F",817.574008822146
2017,"GP089F",859.930905604759
2017,"GP086F",1672.99383726299
2017,"GP073F",596.226784757734
2017,"GP058F",270.994638801401
2017,"GP059F",1327.40604661393
2017,"GP065F",1813.0194496126
2017,"GP057F",199.960735033412
2017,"GP034F",559.023893800003
2017,"GP027F",820.445643245982
2017,"GP033F",1316.08228648187
2017,"GP038F",1410.94863908568
2017,"GP035F",936.77632237683
2017,"GP054F",1912.08198273962
2017,"GP056F",2923.54931842665
2017,"GP064F",1467.7817221144
2017,"GP078F",1613.24558564512
2017,"GP074F",1500.6506911058
2017,"GP083F",1999.27230707372
2017,"GP107F",2384.89518519455
2017,"GP096A1",1290.83542309861
2017,"GP121F",2925.56083639369
2017,"GP139F",2609.91428728774
2017,"GP134F",1372.584188005
2017,"GP112A1",645.382923662765
2017,"GP115F",213.078377042371
2017,"GP103F",1550.37565482282
2017,"GP157F",276.355473373763
2017,"GP172F",418.157845129428
2017,"GP183F",1222.14723263387
2017,"GP185F",1060.3514819809
2017,"GP180F",1225.92142253553
2017,"GP169F",869.760885107059
2017,"GP153F",1126.28925502021
2017,"GP152F",670.785446194188
2017,"GP130F",382.012710228594
2017,"GP138F",2322.08024955181
2017,"GP166F",965.505657666433
2017,"GP165F",1174.45356271719
2017,"GP181F",777.679332972567
2017,"GP201F",265.4697940368
2017,"GP208F",829.120816901438
2017,"GP207F",652.89403502683
2017,"GP227F",1245.94230715615
2017,"GP230F",1397.2022470126
2017,"GP217F",1082.81333784806
2017,"GP218F",806.436021234116
2017,"GP200F",624.736827121146
2017,"GP204A1",994.641745010881
2017,"GP209F",749.175507955703
2017,"GP193F",977.889714216462
2017,"GP178F",1218.01538832088
2017,"GP168F",914.171434411356
2017,"GP300F",702.879858096559
2017,"GP303F",164.413120103146
2017,"GP290F",1168.65395177227
2017,"GP287F",505.091320906729
2017,"GP273F",865.638741162714
2017,"GP278A1",530.395890018669
2017,"GP261F",661.814011342217
2017,"GP257F",760.200401883079
2017,"GP243F",481.540355073784
2017,"GP233F",441.890225552101
2017,"GP225A1",78.008921236525
2017,"GP249F",525.127516017449
2017,"GP236F",98.2122472441038
2017,"GP223F",343.917662896286
2017,"GP216F",336.539620915546
2017,"GP228F",637.245986464707
2017,"GP224A2",1054.89171068775
2017,"GP213F",773.958788615511
2017,"GP205F",1174.59902210138
2017,"GP194F",176.236569236822
2017,"GP186F",600.847191725225
2017,"GP206F",148.898853313887
2017,"GP215F",349.185473421262
2017,"GP198A1",360.027387061693
2017,"GP191F",214.852511636115
2017,"GP179F",218.208848678511
2017,"GP176F",401.31650352984
2017,"GP158F",554.562853301832
2017,"GP149F",316.48590918119
2017,"GP147F",722.387946641805
2017,"GP202F",183.513409006725
2017,"GP184F",666.876937255071
2017,"GP159A2",785.646386109884
2017,"GP150A3",120.134027773395
2017,"GP106A1",445.821421907874
2017,"GP105F",303.142678989812
2017,"GP069F",529.943138358871
2017,"GP062F",768.055759070012
2017,"GP045F",1687.01326958865
2017,"GP039F",555.068845619857
2017,"GP031F",343.885027017577
2017,"GP030F",1044.31986449009
2017,"GP022F",904.125512105155
2017,"GP040F",561.525516641314
2017,"GP042F",888.446141577263
2017,"GP041F",864.793472741794
2017,"GP051F",103.354672207324
2017,"GP052F",490.143085988628
2017,"GP063A1",1008.42359139944
2017,"GP070F",1272.90320629538
2017,"GP093A1",492.369757116986
2017,"GP091F",1117.90841595885
2017,"GP066F",472.012319697777
2017,"GP050A1",837.465676350358
2017,"GP048F",606.226199114921
2017,"GP067F",483.979220160184
2017,"GP195A1",1230.61878528299
2017,"GP173F",838.623087371381
2017,"GP171F",753.430821303437
2017,"GP175F",1573.24393868974
2017,"GP155F",770.380876608793
2017,"GP137F",318.575491993542
2017,"GP132F",655.977378519949
2017,"GP119F",1290.02456317034
2017,"GP256F",271.087253820734
2017,"GP241F",641.911485577295
2017,"GP231F",334.579471617885
2017,"GP238F",642.186383682986
2017,"GP262F",156.091565423014
2017,"GP264F",452.616309813796
2017,"GP270F",495.046076089315
2017,"GP271F",364.238824650491
2017,"GP277F",424.598386981289
2017,"GP266F",334.933089888088
2017,"GP254F",349.747712141294
2017,"GP267F",687.56236859667
2017,"GP272F",727.85832684603
2017,"GP265F",657.144140967407
2017,"GP274F",613.445597468014
2017,"GP268F",234.934825155984
2017,"GP259F",569.146671532783
2017,"GP248F",633.341635871532
2017,"GP245F",281.639181179988
2017,"GP263F",882.077529480054
2017,"GP252F",755.410829777053
2017,"GP246A1",244.357103546855
2017,"GP244F",247.589453367
2017,"GP255A1",283.954102072968
2017,"GP232F",239.224376586805
2017,"GP221F",328.324575849499
2017,"GP210F",621.33026468474
2017,"GP097F",998.609902012529
2017,"GP090F",1340.97424185055
2017,"GP079F",1118.89063289132
2017,"GP104F",839.205896512956
2017,"GP117F",1288.15385489332
2017,"GP108F",261.209660767589
2017,"GP102F",686.641126998947
2017,"GP148F",220.418450736578
2017,"GP167A3",279.964407777037
2017,"GP140F",1395.74027707336
2017,"GP160F",569.066219814405
2017,"GP161A1",890.320765274565
2017,"GP146F",989.303478476445
2017,"GP116F",954.651057916404
2017,"GP124F",531.18139256797
2017,"GP151F",922.595206561389
2017,"GP164F",661.887903301463
2017,"GP163F",586.072071734664
2017,"GP177F",591.838387280236
2017,"GP190F",609.191038410082
2017,"GP188F",680.177673557565
2017,"GP196F",665.902786496715
2017,"GP182F",574.708186290564
2017,"GP199F",1042.88439140255
2017,"GP294F",650.381371629248
2017,"GP284F",972.150292429957
2017,"GP276F",800.541388633119
2017,"GP280F",600.019542268195
2017,"GP301A1",619.540362918784
2017,"GP298A1",388.861790393128
2017,"GP289F",876.520417281584
2017,"GP292F",790.617246975803
2017,"GP286F",604.588079619532
2017,"GP340F",2182.33256989821
2017,"GP339F",1553.87024528533
2017,"GP343F",900.975973841918
2017,"GP348F",1794.06127063843
2017,"GP349F",1921.68077624725
2017,"GP355A1",2996.45790663559
2017,"GP347F",451.746125367477
2017,"GP345F",569.079208074766
2017,"GP337F",555.539593378522
2017,"GP338F",753.949474142791
2017,"GP328F",340.502353272638
2017,"GP321F",307.578479189341
2017,"GP310F",403.442927971606
2017,"GP308F",336.70792953692
2017,"GP314F",336.537698476043
2017,"GP333F",1160.33742083954
2017,"GP329F",975.197864834144
2017,"GP311F",377.809439097143
2017,"GP317F",840.071071815425
2017,"GP307F",671.816038936163
2017,"GP322F",951.458729743654
2017,"GP327F",1935.56553021206
2017,"GP332F",1203.3033504708
2017,"GP336F",1850.16309584889
2017,"GP330F",1209.99474452653
2017,"GP318F",1493.23181001835
2017,"GP309F",657.220927353767
2017,"GP302F",523.688961862957
2017,"GP291F",445.931932887938
2017,"GP296F",330.820986404483
2017,"GP297F",251.986520255171
2017,"GP285F",317.287429140423
2017,"GP279F",269.780936226609
2017,"GP275F",577.123723148749
2017,"GP283F",1118.53356757844
2017,"GP288F",368.589845693636
2017,"GP305F",909.093421671123
2017,"GP306F",1292.6330826849
2017,"GP299F",558.272941592257
2017,"GP304F",465.741220679147
2017,"GP319F",973.640023651017
2018,"GP354F",805.174425049537
2018,"GP351F",1053.20837316779
2018,"GP353F",4077.93870152761
2018,"GP352F",3328.84777366175
2018,"GP350F",1478.0116908943
2018,"GP346F",1094.45580332571
2018,"GP342F",748.325441005097
2018,"GP334F",434.9435820471
2018,"GP323F",669.223143006919
2018,"GP325F",842.900349192326
2018,"GP335F",1006.35937377248
2018,"GP344F",992.725193524371
2018,"GP341F",1727.03988882972
2018,"GP331F",920.311202233188
2018,"GP326F",607.218516735473
2018,"GP315F",241.741632558932
2018,"GP324F",1046.81166029261
2018,"GP313F",676.714101457032
2018,"GP320F",6204.32159063325
2018,"GP312F",5121.40772638727
2018,"GP316F",9385.85240942039
2018,"GP295F",1196.37057555184
2018,"GP290F",1147.78471717881
2018,"GP293F",5403.67624098741
2018,"GP282F",4336.38931526176
2018,"GP273F",1011.59545723337
2018,"GP260F",2855.13298745696
2018,"GP269F",4329.52595772453
2018,"GP250F",4213.84943163529
2018,"GP251F",1141.1512206531
2018,"GP235F",4737.64303878641
2018,"GP237A1",4395.63488461066
2018,"GP203F",6419.19430238736
2018,"GP208F",1035.64208215439
2018,"GP201A1",535.738180103502
2018,"GP181F",1332.37980748291
2018,"GP187F",5829.80159913076
2018,"GP166F",2241.53231319041
2018,"GP156F",8478.64345351129
2018,"GP072F",1440.95887937236
2018,"GP085F",4604.92357262899
2018,"GP081F",2921.29488436199
2018,"GP098F",4986.5798693503
2018,"GP120F",4451.57773842304
2018,"GP109F",5925.13000028547
2018,"GP122F",2766.08134756881
2018,"GP142F",4041.38196249139
2018,"GP121A1",3351.3001319801
2018,"GP134F",2408.6822141565
2018,"GP139F",2341.99203440234
2018,"GP112A1",1690.16033223014
2018,"GP115F",1031.50077529123
2018,"GP130F",356.27219568881
2018,"GP138F",945.051426064362
2018,"GP165A1",923.389819937992
2018,"GP152F",888.219297730067
2018,"GP153F",1113.58613458123
2018,"GP219F",321.833914367753
2018,"GP240F",240.034241095881
2018,"GP234F",343.098601355679
2018,"GP226A1",213.227828930358
2018,"GP220F",454.021921095566
2018,"GP214F",606.762207765905
2018,"GP192F",346.856847482885
2018,"GP197F",337.892412411853
2018,"GP189F",182.747550641354
2018,"GP162F",452.906645159568
2018,"GP170F",971.268929420485
2018,"GP174A1",346.145920169681
2018,"GP184F",565.864079454697
2018,"GP159F",683.426086140772
2018,"GP147F",660.102912727913
2018,"GP149F",837.71673593703
2018,"GP158F",788.849936017347
2018,"GP176F",580.14046619907
2018,"GP179F",723.135927265023
2018,"GP191A1",614.018718317103
2018,"GP177F",784.548146884511
2018,"GP163F",692.822906646643
2018,"GP164F",940.242467117891
2018,"GP151F",1015.8707093452
2018,"GP154F",466.443719498577
2018,"GP133F",467.183965513463
2018,"GP141F",364.065408879263
2018,"GP128A2",769.976829357828
2018,"GP123A1",387.516195064662
2018,"GP099F",501.352774292223
2018,"GP094F",594.319034014614
2018,"GP113F",864.345932799399
2018,"GP127F",823.014298050492
2018,"GP124F",658.675077171602
2018,"GP105F",467.816036237177
2018,"GP106F",842.293142022953
2018,"GP125F",593.727201760449
2018,"GP084A1",182.343702206436
2018,"GP077F",423.303803463308
2018,"GP068F",788.878636447533
2018,"GP088F",70.1024014276555
2018,"GP080F",16.2297007011237
2018,"GP076F",687.191069090585
2018,"GP061F",877.604823109111
2018,"GP049F",400.046804591938
2018,"GP046F",633.158259375764
2018,"GP036F",259.403629521534
2018,"GP026F",742.007483830712
2018,"GP024F",710.331883119743
2018,"GP025F",431.940167266465
2018,"GP044F",314.427329244783
2018,"GP023F",603.933314948785
2018,"GP016F",579.837551682976
2018,"GP019F",660.64829213534
2018,"GP018F",592.109131693155
2018,"GP028F",463.329802610657
2018,"GP032F",476.129199150671
2018,"GP050F",1074.09792913291
2018,"GP048F",860.767387967136
2018,"GP067F",705.094261823024
2018,"GP066F",517.219667369585
2018,"GP070F",831.184790614249
2018,"GP063F",1267.02833762037
2018,"GP047A1",55.0629398907955
2018,"GP022F",470.740782171286
2018,"GP030F",708.935547697305
2018,"GP040F",757.335935489165
2018,"GP042F",602.423064147119
2018,"GP052F",469.483995935874
2018,"GP051F",418.256857487171
2018,"GP041F",896.782077027039
2018,"GP031A1",334.067007204911
2018,"GP039F",386.62363721899
2018,"GP045F",847.260545748821
2018,"GP069F",531.920364478288
2018,"GP092A1",366.563319541559
2018,"GP095F",829.294057192331
2018,"GP111F",945.235218007276
2018,"GP110F",1039.88050277554
2018,"GP100F",1121.45306994646
2018,"GP087F",1095.75835102057
2018,"GP062F",950.342862789248
2018,"GP053F",788.39184803684
2018,"GP043A2",53.6994229037936
2018,"GP015F",408.220559454633
2018,"GP009F",705.86382701986
2018,"GP008F",738.641919443936
2018,"GP006F",829.008003988984
2018,"GP002F",613.772088862885
2018,"GP001F",795.244449354808
2018,"GP003F",326.946040943153
2018,"GP004F",1114.53541956985
2018,"GP005F",404.440367360382
2018,"GP007F",472.469321079836
2018,"GP011F",302.690416820231
2018,"GP010F",477.852853763526
2018,"GP012F",1385.87794134665
2018,"GP013F",442.704892411676
2018,"GP017F",289.380527607317
2018,"GP014F",275.532789423475
2018,"GP020F",202.083732824537
2018,"GP021F",153.735767477041
2018,"GP037F",304.691153443501
2018,"GP055F",180.324464940768
2018,"GP029F",1025.61931171225
2018,"GP058F",757.541277502122
2018,"GP059F",349.112059410803
2018,"GP034F",191.523668900713
2018,"GP027F",243.943984865897
2018,"GP033F",603.620548947968
2018,"GP038F",498.268669438076
2018,"GP035F",975.474251771336
2018,"GP054F",1366.01241733852
2018,"GP064F",1492.61731970452
2018,"GP078F",1114.91902903527
2018,"GP056F",212.839407336694
2018,"GP057F",222.647429414768
2018,"GP107F",750.788476831697
2018,"GP096A1",357.666573718367
2018,"GP083F",281.449443544516
2018,"GP074A1",2095.94365112576
2018,"GP065F",442.122755809927
2018,"GP073F",911.89632628107
2018,"GP086F",690.611056403685
2018,"GP103F",1169.26911067051
2018,"GP089F",1099.26255337312
2018,"GP075A1",1276.24097805878
2018,"GP071A1",936.457856753798
2018,"GP060A1",295.101213631821
2018,"GP082F",515.264454472025
2018,"GP101F",1162.16567235837
2018,"GP114F",1370.10033972476
2018,"GP126F",1119.72557240337
2018,"GP118F",1079.68872050529
2018,"GP143F",308.407813226243
2018,"GP157F",493.519355520088
2018,"GP169F",949.055818495616
2018,"GP180F",319.082234219636
2018,"GP185F",408.033338820921
2018,"GP172F",544.140009875035
2018,"GP183F",1316.18796366674
2018,"GP193F",481.295110905527
2018,"GP209F",885.361948875174
2018,"GP204F",519.661502467832
2018,"GP218F",697.376033341748
2018,"GP200F",463.824388613623
2018,"GP217F",1143.25575590164
2018,"GP207F",635.742349940852
2018,"GP227F",1210.02775190135
2018,"GP230F",112.611127958277
2018,"GP236A1",407.973418840056
2018,"GP243F",350.462140000645
2018,"GP249F",-344.676349382692
2018,"GP261F",435.371073469634
2018,"GP257F",924.182566702503
2018,"GP247F",327.615981296171
2018,"GP258F",604.159547909649
2018,"GP281F",439.406758095448
2018,"GP278F",251.109424337351
2018,"GP287F",364.318705379845
2018,"GP303F",374.00109119123
2018,"GP300F",281.001031547174
2018,"GP190F",480.408015538442
2018,"GP196F",497.732200002247
2018,"GP188F",455.283886110315
2018,"GP161F",648.997804608055
2018,"GP160F",360.761911882597
2018,"GP146F",694.106380701848
2018,"GP116F",392.117003152631
2018,"GP140F",298.247708707795
2018,"GP117F",1093.40363309987
2018,"GP097F",1205.46767640859
2018,"GP090F",287.432809884936
2018,"GP079F",327.702152139134
2018,"GP104F",683.240334441404
2018,"GP108F",285.191906063512
2018,"GP091F",364.647384785219
2018,"GP093F",534.212876609937
2018,"GP102F",464.418561374963
2018,"GP119F",463.130316045976
2018,"GP132F",543.248851972496
2018,"GP148F",255.497500052789
2018,"GP137F",248.41250150283
2018,"GP173F",431.40562783286
2018,"GP171F",400.60029601193
2018,"GP155F",495.849649580695
2018,"GP145F",316.72340341607
2018,"GP131F",374.700105627759
2018,"GP135F",937.721874233518
2018,"GP136F",222.333479113207
2018,"GP129F",383.404179507619
2018,"GP144F",504.183319904792
2018,"GP168F",902.418832918679
2018,"GP178F",951.858896472483
2018,"GP175F",430.670912886225
2018,"GP195F",969.767027549319
2018,"GP216F",308.223532771679
2018,"GP223F",615.761657748626
2018,"GP228F",831.431089482815
2018,"GP242F",616.826511568833
2018,"GP253F",687.319165177668
2018,"GP239F",610.084762582853
2018,"GP224F",714.069759721906
2018,"GP222F",845.417467800721
2018,"GP211F",351.870295246293
2018,"GP212F",309.607015820775
2018,"GP213F",290.830307550164
2018,"GP205F",856.40795723837
2018,"GP194F",315.107738339281
2018,"GP186F",140.21539740463
2018,"GP167A1",148.700916816929
2018,"GP182F",449.168132304914
2018,"GP199F",296.026966009342
2018,"GP267F",558.162739783187
2018,"GP256F",196.57167598648
2018,"GP254F",173.140420895217
2018,"GP241F",550.520893553485
2018,"GP231F",273.701657874841
2018,"GP238F",633.478024789139
2018,"GP262F",504.75409627757
2018,"GP264F",542.94524069863
2018,"GP271F",505.729235856511
2018,"GP270F",416.571630497259
2018,"GP266F",491.754794201993
2018,"GP277F",323.398381578859
2018,"GP276A1",351.233355693527
2018,"GP284F",390.398583073183
2018,"GP294F",422.70641435552
2018,"GP301F",437.829556651802
2018,"GP280F",679.526039832264
2018,"GP272F",736.923762483791
2018,"GP289F",369.119993805669
2018,"GP298F",405.648611705609
2018,"GP292F",439.865248100569
2018,"GP286F",417.838425350557
2018,"GP274F",580.194163989273
2018,"GP265F",742.048885707776
2018,"GP268F",359.069241149557
2018,"GP259F",377.266958006142
2018,"GP248F",648.027400909406
2018,"GP263F",254.420398133376
2018,"GP245F",443.808056021345
2018,"GP233A2",498.384843039761
2018,"GP206A2",79.0843808144478
2018,"GP202A1",172.524083913008
2018,"GP198A1",55.0876074851202
2018,"GP215A2",548.222904287471
2018,"GP229A1",108.373173175386
2018,"GP225A1",251.348779419168
2018,"GP210A2",484.71995070943
2018,"GP221A1",843.809807914356
2018,"GP232F",229.633970506372
2018,"GP255F",294.262030474312
2018,"GP244F",219.820764122313
2018,"GP246F",1717.02548111763
2018,"GP252F",609.060992793778
2018,"GP275F",886.846133471579
2018,"GP279F",555.163223227874
2018,"GP285F",613.752636386408
2018,"GP308F",560.416315114245
2018,"GP314F",531.198949683878
2018,"GP310F",524.208595641433
2018,"GP321F",366.464187050331
2018,"GP328F",407.454133096509
2018,"GP338F",769.450945948262
2018,"GP337F",639.00636709473
2018,"GP345F",620.081243216864
2018,"GP347F",591.837057716854
2018,"GP355F",3367.58510458215
2018,"GP349F",1707.1527617955
2018,"GP348F",1494.99496747496
2018,"GP343F",1134.31181939245
2018,"GP333F",1112.07576849378
2018,"GP329F",866.043361781065
2018,"GP339F",1444.45856914688
2018,"GP340F",2171.02703624304
2018,"GP336F",1336.93899861922
2018,"GP332F",176.748844762508
2018,"GP327F",1263.13874655535
2018,"GP317F",1084.77119278037
2018,"GP311F",1298.57283039753
2018,"GP307F",983.097250631398
2018,"GP322F",850.930569495849
2018,"GP330F",803.48678006568
2018,"GP318F",808.164136696446
2018,"GP309F",516.171877440913
2018,"GP304F",511.870248796525
2018,"GP302F",592.887772528419
2018,"GP297F",480.955473370853
2018,"GP296F",477.392537180223
2018,"GP291F",819.901144374405
2018,"GP288F",709.185534232274
2018,"GP283F",1058.47450686891
2018,"GP299F",503.158916277184
2018,"GP306F",801.265926324007
2018,"GP319F",397.954437727618
2018,"GP305F",926.82084414424
2019,"GP354F",996.12265971381
2019,"GP351F",1074.19260532031
2019,"GP353F",1922.03676317485
2019,"GP352F",2530.19971198376
2019,"GP350F",736.576718041459
2019,"GP346F",1736.85812920058
2019,"GP342F",1385.68311755903
2019,"GP323F",1026.35094719624
2019,"GP334A3",520.681821626623
2019,"GP344F",1432.70265083299
2019,"GP341F",1737.23561220768
2019,"GP335F",1571.72669400705
2019,"GP331F",1839.56172679648
2019,"GP325F",1382.46734239953
2019,"GP326F",1239.77243525811
2019,"GP315F",998.369361290719
2019,"GP324F",1651.16146366336
2019,"GP313F",1363.63377830988
2019,"GP320F",5949.69590455075
2019,"GP312F",5013.02260817253
2019,"GP316F",3054.7910045995
2019,"GP295F",1513.62164758965
2019,"GP293F",6795.19074655069
2019,"GP282F",8162.76501320169
2019,"GP273F",2031.61256177009
2019,"GP269F",2867.60999518856
2019,"GP260F",4632.87738809013
2019,"GP250F",6077.35644938688
2019,"GP251A2",2966.05846367744
2019,"GP237F",7812.67227577661
2019,"GP235F",8009.61231643423
2019,"GP208F",1791.20329779447
2019,"GP207F",1462.57836413075
2019,"GP227F",969.902616642098
2019,"GP230F",1989.25158186316
2019,"GP249F",1832.50101762124
2019,"GP243F",1555.75664711631
2019,"GP261F",666.52767592868
2019,"GP257F",945.620041416774
2019,"GP278F",1291.59025392916
2019,"GP287F",1281.52621515459
2019,"GP290F",1301.07397617406
2019,"GP303F",1190.43667082419
2019,"GP300F",377.761238026325
2019,"GP281F",879.481048426401
2019,"GP258F",1104.77087543757
2019,"GP247F",1085.20373304745
2019,"GP223F",1142.9510545736
2019,"GP216F",94.7695270744816
2019,"GP195F",1163.10327298147
2019,"GP205F",1944.00302562552
2019,"GP213F",1515.44268499792
2019,"GP228F",1561.48107149562
2019,"GP242F",1162.20012724432
2019,"GP253F",1059.68496205687
2019,"GP239A1",281.911719368662
2019,"GP224F",775.999919512197
2019,"GP222F",1381.93991066206
2019,"GP211F",952.74991088385
2019,"GP194F",824.182240428365
2019,"GP186F",1259.88557260391
2019,"GP182F",1044.22267944131
2019,"GP199F",1099.76747455535
2019,"GP219F",599.730823116929
2019,"GP212F",892.44493458253
2019,"GP196F",1211.64672672647
2019,"GP159F",1232.81105643708
2019,"GP184A3",902.013976206525
2019,"GP202A2",747.142279050631
2019,"GP198A1",752.651422131897
2019,"GP206F",653.437040275339
2019,"GP233F",1233.11156215704
2019,"GP220F",1089.36025346829
2019,"GP226F",479.416565732683
2019,"GP240A2",1028.99346109659
2019,"GP234F",982.565409562539
2019,"GP214F",1301.08160452211
2019,"GP192F",615.332689215318
2019,"GP197F",844.703658165444
2019,"GP189A1",820.93966233691
2019,"GP162F",842.641013034573
2019,"GP174F",666.569777308806
2019,"GP170F",971.569776665576
2019,"GP154F",824.43190565909
2019,"GP133F",1083.10079036731
2019,"GP141F",722.499323210966
2019,"GP128A2",662.553013726301
2019,"GP094F",1119.10272937312
2019,"GP099F",1023.3029792522
2019,"GP123F",795.173158427604
2019,"GP147F",1007.86611018542
2019,"GP149F",1158.11732939919
2019,"GP158F",983.052114534685
2019,"GP176F",1353.84359674072
2019,"GP179F",1003.54720070331
2019,"GP163F",1228.13467689944
2019,"GP150A2",906.276560447361
2019,"GP127F",1219.75523454587
2019,"GP125F",1597.22713022952
2019,"GP113F",1850.63609260165
2019,"GP084A2",1009.86841572865
2019,"GP077F",1235.36442599414
2019,"GP068F",1500.77926680924
2019,"GP049A2",114.395149686662
2019,"GP061F",1444.46305174094
2019,"GP076F",528.047968814145
2019,"GP080A1",1948.8389292681
2019,"GP088F",1433.97101164704
2019,"GP106F",1392.14396607677
2019,"GP105A2",1354.11382406418
2019,"GP124F",1390.80720042745
2019,"GP097F",1392.17568421049
2019,"GP079F",1142.7005452508
2019,"GP090F",1608.21594750853
2019,"GP067A1",1698.95533191259
2019,"GP066F",1407.2782805004
2019,"GP050F",1514.62863137518
2019,"GP048F",1501.92834522365
2019,"GP046F",928.911523570094
2019,"GP044F",511.370904234364
2019,"GP025F",894.311359365215
2019,"GP036F",445.918157086806
2019,"GP026F",1251.34474973965
2019,"GP024F",1102.82078627032
2019,"GP016F",1159.77090753896
2019,"GP023F",1593.09741871137
2019,"GP019F",1183.52279120722
2019,"GP018F",960.465284926083
2019,"GP028F",926.690567748935
2019,"GP032F",870.998216054319
2019,"GP040F",326.515995683664
2019,"GP022F",1173.22846746608
2019,"GP030F",1078.60398417241
2019,"GP042F",575.475271239166
2019,"GP052F",1256.11525178206
2019,"GP051F",990.970772698324
2019,"GP041F",1431.03679471418
2019,"GP031F",587.13651000303
2019,"GP039F",1254.33658757283
2019,"GP045F",1367.3520811593
2019,"GP053F",731.000174587322
2019,"GP009F",897.961283580802
2019,"GP008F",1010.83682755848
