dataentrybox Measure,Datetime,GPnum,Measurement,Measurement comment,Measurement transformed,Measurementnum,One hundred message,Species
,2020-08-12 08:28:38,GP075F,190.9mm,,190.9,70,,40
,2020-08-12 08:28:41,GP075F,165.9mm,,165.9,71,,40
,2020-08-12 08:28:44,GP075F,200.6mm,,200.6,72,,40
,2020-08-12 08:28:47,GP075F,150.6mm,,150.6,73,,40
,2020-08-12 08:28:50,GP075F,163.4mm,,163.4,74,,40
,2020-08-12 08:28:53,GP075F,143.5mm,,143.5,75,,40
,2020-08-12 08:28:57,GP075F,127.6mm,,127.6,76,,40
,2020-08-12 08:28:59,GP075F,131.5mm,,131.5,77,,40
,2020-08-12 08:29:03,GP075F,221.9mm,,221.9,78,,40
,2020-08-12 08:29:06,GP075F,201.1mm,,201.1,79,,40
,2020-08-12 08:29:09,GP075F,200.6mm,,200.6,80,,40
,2020-08-12 08:29:12,GP075F,177.0mm,,177.0,81,,40
,2020-08-12 08:29:15,GP075F,154.0mm,,154.0,82,,40
,2020-08-12 08:29:18,GP075F,212.5mm,,212.5,83,,40
,2020-08-12 08:29:20,GP075F,208.8mm,,208.8,84,,40
,2020-08-12 08:29:23,GP075F,276.9mm,,276.9,85,,40
,2020-08-12 08:29:25,GP075F,165.1mm,,165.1,86,,40
,2020-08-12 08:29:28,GP075F,222.9mm,,222.9,87,,40
,2020-08-12 08:29:31,GP075F,231.8mm,,231.8,88,,40
,2020-08-12 08:29:34,GP075F,219.6mm,,219.6,89,,40
,2020-08-12 08:29:37,GP075F,282.3mm,,282.3,90,,40
,2020-08-12 08:29:40,GP075F,173.9mm,,173.9,91,,40
,2020-08-12 08:29:43,GP075F,206.3mm,,206.3,92,,40
,2020-08-12 08:29:46,GP075F,161.7mm,,161.7,93,,40
,2020-08-12 08:29:50,GP075F,241.2mm,,241.2,94,,40
,2020-08-12 08:29:53,GP075F,193.1mm,,193.1,95,,40
,2020-08-12 08:29:56,GP075F,165.3mm,,165.3,96,,40
,2020-08-12 08:30:00,GP075F,237.4mm,,237.4,97,,40
,2020-08-12 08:30:03,GP075F,240.8mm,,240.8,98,,40
,2020-08-12 08:30:06,GP075F,244.3mm,,244.3,99,,40
,2020-08-12 08:30:09,GP075F,144.8mm,,144.8,100,,40
,2020-08-12 08:30:32,GP075F,533.6mm,,533.6,1,,10
,2020-08-12 08:30:48,GP075F,240.8mm,,240.8,2,,10
,2020-08-12 08:30:51,GP075F,259.8mm,,259.8,3,,10
,2020-08-12 08:30:54,GP075F,248.5mm,,248.5,4,,10
,2020-08-12 08:30:57,GP075F,220.8mm,,220.8,5,,10
,2020-08-12 08:30:59,GP075F,218.9mm,,218.9,6,,10
,2020-08-12 08:31:01,GP075F,227.3mm,,227.3,7,,10
,2020-08-12 08:31:04,GP075F,215.1mm,,215.1,8,,10
,2020-08-12 08:31:07,GP075F,299.8mm,,299.8,9,,10
,2020-08-12 08:31:09,GP075F,269.3mm,,269.3,10,,10
,2020-08-12 08:31:12,GP075F,234.7mm,,234.7,11,,10
,2020-08-12 08:31:14,GP075F,228.9mm,,228.9,12,,10
,2020-08-12 08:31:17,GP075F,229.4mm,,229.4,13,,10
,2020-08-12 08:31:21,GP075F,213.4mm,,213.4,14,,10
,2020-08-12 08:31:23,GP075F,220.4mm,,220.4,15,,10
,2020-08-12 08:31:26,GP075F,207.6mm,,207.6,16,,10
,2020-08-12 08:31:29,GP075F,209.9mm,,209.9,17,,10
,2020-08-12 08:31:31,GP075F,332.0mm,,332.0,18,,10
,2020-08-12 08:31:34,GP075F,224.4mm,,224.4,19,,10
,2020-08-12 08:31:37,GP075F,225.5mm,,225.5,20,,10
,2020-08-12 08:31:40,GP075F,212.2mm,,212.2,21,,10
,2020-08-12 08:31:43,GP075F,208.8mm,,208.8,22,,10
,2020-08-12 08:31:46,GP075F,294.7mm,,294.7,23,,10
,2020-08-12 08:31:49,GP075F,169.7mm,,169.7,24,,10
,2020-08-12 08:31:51,GP075F,319.7mm,,319.7,25,,10
,2020-08-12 08:31:54,GP075F,252.7mm,,252.7,26,,10
,2020-08-12 08:31:57,GP075F,207.7mm,,207.7,27,,10
,2020-08-12 08:32:00,GP075F,258.5mm,,258.5,28,,10
,2020-08-12 08:32:03,GP075F,219.0mm,,219.0,29,,10
,2020-08-12 08:32:06,GP075F,187.6mm,,187.6,30,,10
,2020-08-12 08:32:10,GP075F,204.0mm,,204.0,31,,10
,2020-08-12 08:32:13,GP075F,255.8mm,,255.8,32,,10
,2020-08-12 08:32:16,GP075F,186.4mm,,186.4,33,,10
,2020-08-12 08:32:19,GP075F,252.0mm,,252.0,34,,10
,2020-08-12 08:32:22,GP075F,249.6mm,,249.6,35,,10
,2020-08-12 08:32:25,GP075F,193.4mm,,193.4,36,,10
,2020-08-12 08:32:27,GP075F,226.6mm,,226.6,37,,10
,2020-08-12 08:32:30,GP075F,248.3mm,,248.3,38,,10
,2020-08-12 08:32:33,GP075F,262.7mm,,262.7,39,,10
,2020-08-12 08:32:36,GP075F,213.6mm,,213.6,40,,10
,2020-08-12 08:32:38,GP075F,201.4mm,,201.4,41,,10
,2020-08-12 08:32:41,GP075F,246.3mm,,246.3,42,,10
,2020-08-12 08:32:43,GP075F,222.6mm,,222.6,43,,10
,2020-08-12 08:32:46,GP075F,226.2mm,,226.2,44,,10
,2020-08-12 08:32:49,GP075F,209.1mm,,209.1,45,,10
,2020-08-12 08:32:52,GP075F,249.3mm,,249.3,46,,10
,2020-08-12 08:32:55,GP075F,177.5mm,,177.5,47,,10
,2020-08-12 08:32:58,GP075F,220.8mm,,220.8,48,,10
,2020-08-12 08:33:01,GP075F,212.2mm,,212.2,49,,10
,2020-08-12 08:33:04,GP075F,225.8mm,,225.8,50,,10
,2020-08-12 08:33:07,GP075F,208.8mm,,208.8,51,,10
,2020-08-12 08:33:10,GP075F,249.9mm,,249.9,52,,10
,2020-08-12 08:33:13,GP075F,202.9mm,,202.9,53,,10
,2020-08-12 08:33:17,GP075F,210.3mm,,210.3,54,,10
,2020-08-12 08:33:19,GP075F,172.0mm,,172.0,55,,10
,2020-08-12 08:33:23,GP075F,196.6mm,,196.6,56,,10
,2020-08-12 08:33:26,GP075F,282.2mm,,282.2,57,,10
,2020-08-12 08:33:28,GP075F,209.8mm,,209.8,58,,10
,2020-08-12 08:33:31,GP075F,258.2mm,,258.2,59,,10
,2020-08-12 08:33:33,GP075F,216.7mm,,216.7,60,,10
,2020-08-12 08:33:36,GP075F,238.4mm,,238.4,61,,10
,2020-08-12 08:33:49,GP075F,397.4mm,,397.4,1,,201
,2020-08-12 08:33:56,GP075F,275.0mm,,275.0,2,,201
,2020-08-12 08:34:06,GP075F,190.9mm,,190.9,3,,201
,2020-08-12 08:34:19,GP075F,434.7mm,,434.7,1,,41
,2020-08-12 08:34:24,GP075F,404.8mm,,404.8,2,,41
,2020-08-13 15:55:26,GP095F,165.5mm,,165.5,1,,40
,2020-08-13 15:55:31,GP095F,152.9mm,,152.9,2,,40
,2020-08-13 15:55:35,GP095F,296.9mm,,296.9,3,,40
,2020-08-13 15:55:38,GP095F,240.4mm,,240.4,4,,40
,2020-08-13 15:55:40,GP095F,126.5mm,,126.5,5,,40
,2020-08-13 15:55:43,GP095F,145.9mm,,145.9,6,,40
,2020-08-13 15:55:46,GP095F,145.5mm,,145.5,7,,40
,2020-08-13 15:55:49,GP095F,182.9mm,,182.9,8,,40
,2020-08-13 15:55:51,GP095F,319.5mm,,319.5,9,,40
,2020-08-13 15:55:53,GP095F,242.5mm,,242.5,10,,40
,2020-08-13 15:55:55,GP095F,259.6mm,,259.6,11,,40
,2020-08-13 15:55:58,GP095F,158.9mm,,158.9,12,,40
,2020-08-13 15:56:00,GP095F,244.3mm,,244.3,13,,40
,2020-08-13 15:56:03,GP095F,151.5mm,,151.5,14,,40
,2020-08-13 15:56:05,GP095F,216.3mm,,216.3,15,,40
,2020-08-13 15:56:07,GP095F,153.3mm,,153.3,16,,40
,2020-08-13 15:56:10,GP095F,188.5mm,,188.5,17,,40
,2020-08-13 15:56:12,GP095F,156.0mm,,156.0,18,,40
,2020-08-13 15:56:15,GP095F,151.7mm,,151.7,19,,40
,2020-08-13 15:56:17,GP095F,174.2mm,,174.2,20,,40
,2020-08-13 15:56:20,GP095F,180.3mm,,180.3,21,,40
,2020-08-13 15:56:23,GP095F,199.2mm,,199.2,22,,40
,2020-08-13 15:56:25,GP095F,137.6mm,,137.6,23,,40
,2020-08-13 15:56:29,GP095F,172.9mm,,172.9,24,,40
,2020-08-13 15:56:31,GP095F,188.5mm,,188.5,25,,40
,2020-08-13 15:56:34,GP095F,132.9mm,,132.9,26,,40
,2020-08-13 15:56:36,GP095F,130.1mm,,130.1,27,,40
,2020-08-13 15:56:40,GP095F,151.5mm,,151.5,28,,40
,2020-08-13 15:56:43,GP095F,307.6mm,,307.6,29,,40
,2020-08-13 15:56:45,GP095F,143.2mm,,143.2,30,,40
,2020-08-13 15:56:48,GP095F,224.9mm,,224.9,31,,40
,2020-08-13 15:56:51,GP095F,225.4mm,,225.4,32,,40
,2020-08-13 15:56:53,GP095F,221.9mm,,221.9,33,,40
,2020-08-13 15:56:56,GP095F,266.8mm,,266.8,34,,40
,2020-08-13 15:56:58,GP095F,217.6mm,,217.6,35,,40
,2020-08-13 15:57:01,GP095F,149.7mm,,149.7,36,,40
,2020-08-13 15:57:03,GP095F,202.2mm,,202.2,37,,40
,2020-08-13 15:57:06,GP095F,298.2mm,,298.2,38,,40
,2020-08-13 15:57:08,GP095F,171.0mm,,171.0,39,,40
,2020-08-13 15:57:11,GP095F,94.8mm,,94.8,40,,40
,2020-08-13 15:57:14,GP095F,185.0mm,,185.0,41,,40
,2020-08-13 15:57:17,GP095F,168.2mm,,168.2,42,,40
,2020-08-13 15:57:20,GP095F,355.4mm,,355.4,43,,40
,2020-08-13 15:57:23,GP095F,146.9mm,,146.9,44,,40
,2020-08-13 15:57:26,GP095F,143.5mm,,143.5,45,,40
,2020-08-13 15:57:28,GP095F,145.8mm,,145.8,46,,40
,2020-08-13 15:57:33,GP095F,233.9mm,,233.9,47,,40
,2020-08-13 15:57:36,GP095F,114.6mm,,114.6,48,,40
,2020-08-13 15:57:39,GP095F,225.1mm,,225.1,49,,40
,2020-08-13 15:57:41,GP095F,164.5mm,,164.5,50,,40
,2020-08-13 15:57:43,GP095F,130.8mm,,130.8,51,,40
,2020-08-13 15:57:46,GP095F,146.3mm,,146.3,52,,40
,2020-08-13 15:57:49,GP095F,227.1mm,,227.1,53,,40
,2020-08-13 15:57:51,GP095F,206.7mm,,206.7,54,,40
,2020-08-13 15:57:54,GP095F,136.0mm,,136.0,55,,40
,2020-08-13 15:57:57,GP095F,152.5mm,,152.5,56,,40
,2020-08-13 15:58:00,GP095F,180.1mm,,180.1,57,,40
,2020-08-13 15:58:03,GP095F,246.8mm,,246.8,58,,40
,2020-08-13 15:58:05,GP095F,156.6mm,,156.6,59,,40
,2020-08-13 15:58:08,GP095F,243.4mm,,243.4,60,,40
,2020-08-13 15:58:10,GP095F,160.3mm,,160.3,61,,40
,2020-08-13 15:58:13,GP095F,173.4mm,,173.4,62,,40
,2020-08-13 15:58:15,GP095F,123.4mm,,123.4,63,,40
,2020-08-13 15:58:18,GP095F,138.2mm,,138.2,64,,40
,2020-08-13 15:58:20,GP095F,193.4mm,,193.4,65,,40
,2020-08-13 15:58:23,GP095F,238.5mm,,238.5,66,,40
,2020-08-13 15:58:25,GP095F,166.3mm,,166.3,67,,40
,2020-08-13 15:58:28,GP095F,153.8mm,,153.8,68,,40
,2020-08-13 15:58:31,GP095F,131.5mm,,131.5,69,,40
,2020-08-13 15:58:33,GP095F,141.7mm,,141.7,70,,40
,2020-08-13 15:58:36,GP095F,219.6mm,,219.6,71,,40
,2020-08-13 15:58:38,GP095F,299.6mm,,299.6,72,,40
,2020-08-13 15:58:41,GP095F,141.3mm,,141.3,73,,40
,2020-08-13 15:58:44,GP095F,139.5mm,,139.5,74,,40
,2020-08-13 15:58:48,GP095F,143.4mm,,143.4,75,,40
,2020-08-13 15:58:50,GP095F,150.5mm,,150.5,76,,40
,2020-08-13 15:58:53,GP095F,146.1mm,,146.1,77,,40
,2020-08-13 15:58:56,GP095F,247.8mm,,247.8,78,,40
,2020-08-13 15:58:58,GP095F,94.1mm,,94.1,79,,40
,2020-08-13 15:59:02,GP095F,154.1mm,,154.1,80,,40
,2020-08-13 15:59:04,GP095F,158.7mm,,158.7,81,,40
,2020-08-13 15:59:07,GP095F,135.0mm,,135.0,82,,40
,2020-08-13 15:59:10,GP095F,140.6mm,,140.6,83,,40
,2020-08-13 15:59:12,GP095F,164.8mm,,164.8,84,,40
,2020-08-13 15:59:15,GP095F,148.8mm,,148.8,85,,40
,2020-08-13 15:59:17,GP095F,187.4mm,,187.4,86,,40
,2020-08-13 15:59:20,GP095F,223.2mm,,223.2,87,,40
,2020-08-13 15:59:22,GP095F,153.3mm,,153.3,88,,40
,2020-08-13 15:59:24,GP095F,157.0mm,,157.0,89,,40
,2020-08-13 15:59:27,GP095F,150.4mm,,150.4,90,,40
,2020-08-13 15:59:30,GP095F,250.9mm,,250.9,91,,40
,2020-08-13 15:59:32,GP095F,140.7mm,,140.7,92,,40
,2020-08-13 15:59:35,GP095F,165.3mm,,165.3,93,,40
,2020-08-13 15:59:38,GP095F,137.4mm,,137.4,94,,40
,2020-08-13 15:59:41,GP095F,217.5mm,,217.5,95,,40
,2020-08-13 15:59:44,GP095F,166.1mm,,166.1,96,,40
,2020-08-13 15:59:47,GP095F,148.2mm,,148.2,97,,40
,2020-08-13 15:59:50,GP095F,173.4mm,,173.4,98,,40
,2020-08-13 15:59:53,GP095F,152.3mm,,152.3,99,,40
,2020-08-13 15:59:56,GP095F,127.2mm,,127.2,100,,40
,2020-08-13 16:00:31,GP095F,126.2mm,,126.2,1,,42
,2020-08-13 16:00:47,GP095F,143.1mm,,143.1,1,,512
,2020-08-13 16:00:53,GP095F,127.3mm,,127.3,2,,512
,2020-08-13 16:00:57,GP095F,264.5mm,,264.5,3,,512
,2020-08-13 16:01:09,GP095F,184.2mm,,184.2,1,,350
,2020-08-13 16:01:20,GP095F,99.8mm,,99.8,1,,304
,2020-08-13 16:01:23,GP095F,118.8mm,,118.8,2,,304
,2020-08-13 16:01:36,GP095F,218.1mm,,218.1,1,,10
,2020-08-13 16:01:41,GP095F,268.1mm,,268.1,2,,10
,2020-08-13 16:01:44,GP095F,263.0mm,,263.0,3,,10
,2020-08-13 16:01:47,GP095F,187.5mm,,187.5,4,,10
,2020-08-13 16:01:50,GP095F,310.7mm,,310.7,5,,10
,2020-08-13 16:01:52,GP095F,239.3mm,,239.3,6,,10
,2020-08-13 16:01:55,GP095F,239.8mm,,239.8,7,,10
,2020-08-13 16:01:58,GP095F,275.8mm,,275.8,8,,10
,2020-08-13 16:02:00,GP095F,222.4mm,,222.4,9,,10
,2020-08-13 16:02:03,GP095F,251.3mm,,251.3,10,,10
,2020-08-13 16:02:06,GP095F,219.1mm,,219.1,11,,10
,2020-08-13 16:02:09,GP095F,191.3mm,,191.3,12,,10
,2020-08-13 16:02:11,GP095F,207.6mm,,207.6,13,,10
,2020-08-13 16:02:14,GP095F,235.6mm,,235.6,14,,10
,2020-08-13 16:02:16,GP095F,252.7mm,,252.7,15,,10
,2020-08-13 16:02:19,GP095F,257.0mm,,257.0,16,,10
,2020-08-13 16:02:22,GP095F,207.2mm,,207.2,17,,10
,2020-08-13 16:02:25,GP095F,201.5mm,,201.5,18,,10
,2020-08-13 16:02:28,GP095F,202.5mm,,202.5,19,,10
,2020-08-13 16:02:31,GP095F,201.1mm,,201.1,20,,10
,2020-08-13 16:02:34,GP095F,191.0mm,,191.0,21,,10
,2020-08-13 16:02:36,GP095F,350.7mm,,350.7,22,,10
,2020-08-13 16:02:39,GP095F,261.5mm,,261.5,23,,10
,2020-08-13 16:02:42,GP095F,233.2mm,,233.2,24,,10
,2020-08-13 16:02:47,GP095F,262.0mm,,262.0,25,,10
,2020-08-13 16:02:50,GP095F,201.0mm,,201.0,26,,10
,2020-08-13 16:02:53,GP095F,239.9mm,,239.9,27,,10
,2020-08-13 16:02:57,GP095F,229.2mm,,229.2,28,,10
,2020-08-13 16:02:59,GP095F,264.6mm,,264.6,29,,10
,2020-08-13 16:03:03,GP095F,219.7mm,,219.7,30,,10
,2020-08-13 16:03:06,GP095F,260.8mm,,260.8,31,,10
,2020-08-13 16:03:09,GP095F,213.9mm,,213.9,32,,10
,2020-08-13 16:03:12,GP095F,278.4mm,,278.4,33,,10
,2020-08-13 16:03:15,GP095F,253.5mm,,253.5,34,,10
,2020-08-13 16:03:18,GP095F,241.9mm,,241.9,35,,10
,2020-08-13 16:03:21,GP095F,231.3mm,,231.3,36,,10
,2020-08-13 16:03:24,GP095F,206.2mm,,206.2,37,,10
,2020-08-13 16:03:27,GP095F,186.9mm,,186.9,38,,10
,2020-08-13 16:03:30,GP095F,195.1mm,,195.1,39,,10
,2020-08-13 16:03:33,GP095F,182.8mm,,182.8,40,,10
,2020-08-13 16:03:35,GP095F,218.0mm,,218.0,41,,10
,2020-08-13 16:03:39,GP095F,298.5mm,,298.5,42,,10
,2020-08-13 16:03:42,GP095F,194.4mm,,194.4,43,,10
,2020-08-13 16:03:45,GP095F,211.5mm,,211.5,44,,10
,2020-08-13 16:03:48,GP095F,209.7mm,,209.7,45,,10
,2020-08-13 16:03:51,GP095F,249.3mm,,249.3,46,,10
,2020-08-13 16:03:54,GP095F,193.6mm,,193.6,47,,10
,2020-08-13 16:03:57,GP095F,218.8mm,,218.8,48,,10
,2020-08-13 16:04:00,GP095F,202.7mm,,202.7,49,,10
,2020-08-13 16:04:03,GP095F,186.8mm,,186.8,50,,10
,2020-08-13 16:04:06,GP095F,228.4mm,,228.4,51,,10
,2020-08-13 16:04:09,GP095F,241.1mm,,241.1,52,,10
,2020-08-13 16:04:12,GP095F,223.4mm,,223.4,53,,10
,2020-08-13 16:04:15,GP095F,253.3mm,,253.3,54,,10
,2020-08-13 16:04:17,GP095F,229.5mm,,229.5,55,,10
,2020-08-13 16:04:20,GP095F,208.8mm,,208.8,56,,10
,2020-08-13 16:04:23,GP095F,273.9mm,,273.9,57,,10
,2020-08-13 19:37:20,GP129F,303.9mm,,303.9,1,,40
,2020-08-13 19:37:24,GP129F,211.6mm,,211.6,2,,40
,2020-08-13 19:37:28,GP129F,112.4mm,,112.4,3,,40
,2020-08-13 19:37:31,GP129F,152.4mm,,152.4,4,,40
,2020-08-13 19:37:34,GP129F,134.8mm,,134.8,5,,40
,2020-08-13 19:37:37,GP129F,158.0mm,,158.0,6,,40
,2020-08-13 19:37:40,GP129F,176.5mm,,176.5,7,,40
,2020-08-13 19:37:42,GP129F,279.3mm,,279.3,8,,40
,2020-08-13 19:37:45,GP129F,160.1mm,,160.1,9,,40
,2020-08-13 19:37:48,GP129F,235.3mm,,235.3,10,,40
,2020-08-13 19:37:51,GP129F,189.8mm,,189.8,11,,40
,2020-08-13 19:37:54,GP129F,105.7mm,,105.7,12,,40
,2020-08-13 19:37:58,GP129F,151.6mm,,151.6,13,,40
,2020-08-13 19:38:01,GP129F,196.9mm,,196.9,14,,40
,2020-08-13 19:38:04,GP129F,228.3mm,,228.3,15,,40
,2020-08-13 19:38:06,GP129F,174.0mm,,174.0,16,,40
,2020-08-13 19:38:09,GP129F,167.2mm,,167.2,17,,40
,2020-08-13 19:38:12,GP129F,126.1mm,,126.1,18,,40
,2020-08-13 19:38:16,GP129F,172.1mm,,172.1,19,,40
,2020-08-13 19:38:19,GP129F,133.5mm,,133.5,20,,40
,2020-08-13 19:38:21,GP129F,194.5mm,,194.5,21,,40
,2020-08-13 19:38:24,GP129F,181.0mm,,181.0,22,,40
,2020-08-13 19:38:27,GP129F,135.7mm,,135.7,23,,40
,2020-08-13 19:38:30,GP129F,103.9mm,,103.9,24,,40
,2020-08-13 19:38:33,GP129F,182.4mm,,182.4,25,,40
,2020-08-13 19:38:36,GP129F,128.2mm,,128.2,26,,40
,2020-08-13 19:38:39,GP129F,129.4mm,,129.4,27,,40
,2020-08-13 19:38:41,GP129F,118.9mm,,118.9,28,,40
,2020-08-13 19:38:45,GP129F,97.6mm,,97.6,29,,40
,2020-08-13 19:38:49,GP129F,207.5mm,,207.5,30,,40
,2020-08-13 19:38:52,GP129F,154.6mm,,154.6,31,,40
,2020-08-13 19:38:55,GP129F,156.2mm,,156.2,32,,40
,2020-08-13 19:38:58,GP129F,161.3mm,,161.3,33,,40
,2020-08-13 19:39:01,GP129F,200.4mm,,200.4,34,,40
,2020-08-13 19:39:04,GP129F,224.1mm,,224.1,35,,40
,2020-08-13 19:39:07,GP129F,146.0mm,,146.0,36,,40
,2020-08-13 19:39:11,GP129F,147.9mm,,147.9,37,,40
,2020-08-13 19:39:14,GP129F,150.1mm,,150.1,38,,40
,2020-08-13 19:39:17,GP129F,159.7mm,,159.7,39,,40
,2020-08-13 19:39:20,GP129F,154.1mm,,154.1,40,,40
,2020-08-13 19:39:24,GP129F,127.3mm,,127.3,41,,40
,2020-08-13 19:39:27,GP129F,123.5mm,,123.5,42,,40
,2020-08-13 19:39:30,GP129F,189.4mm,,189.4,43,,40
,2020-08-13 19:39:33,GP129F,127.8mm,,127.8,44,,40
,2020-08-13 19:39:36,GP129F,141.8mm,,141.8,45,,40
,2020-08-13 19:39:40,GP129F,145.1mm,,145.1,46,,40
,2020-08-13 19:39:43,GP129F,240.5mm,,240.5,47,,40
,2020-08-13 19:39:45,GP129F,130.6mm,,130.6,48,,40
,2020-08-13 19:39:48,GP129F,131.0mm,,131.0,49,,40
,2020-08-13 19:39:51,GP129F,146.3mm,,146.3,50,,40
,2020-08-13 19:39:54,GP129F,145.0mm,,145.0,51,,40
,2020-08-13 19:39:56,GP129F,153.1mm,,153.1,52,,40
,2020-08-13 19:39:59,GP129F,291.9mm,,291.9,53,,40
,2020-08-13 19:40:02,GP129F,152.9mm,,152.9,54,,40
,2020-08-13 19:40:04,GP129F,126.3mm,,126.3,55,,40
,2020-08-13 19:40:08,GP129F,158.0mm,,158.0,56,,40
,2020-08-13 19:40:11,GP129F,137.2mm,,137.2,57,,40
,2020-08-13 19:40:15,GP129F,119.6mm,,119.6,58,,40
,2020-08-13 19:40:18,GP129F,211.4mm,,211.4,59,,40
,2020-08-13 19:40:21,GP129F,144.7mm,,144.7,60,,40
,2020-08-13 19:40:24,GP129F,101.1mm,,101.1,61,,40
,2020-08-13 19:40:28,GP129F,189.3mm,,189.3,62,,40
,2020-08-13 19:40:30,GP129F,131.4mm,,131.4,63,,40
,2020-08-13 19:40:34,GP129F,181.5mm,,181.5,64,,40
,2020-08-13 19:40:37,GP129F,155.2mm,,155.2,65,,40
,2020-08-13 19:40:40,GP129F,146.7mm,,146.7,66,,40
,2020-08-13 19:40:43,GP129F,150.2mm,,150.2,67,,40
,2020-08-13 19:40:46,GP129F,159.8mm,,159.8,68,,40
,2020-08-13 19:40:49,GP129F,145.3mm,,145.3,69,,40
,2020-08-13 19:40:52,GP129F,139.9mm,,139.9,70,,40
,2020-08-13 19:40:54,GP129F,146.9mm,,146.9,71,,40
,2020-08-13 19:40:57,GP129F,136.1mm,,136.1,72,,40
,2020-08-13 19:41:00,GP129F,166.4mm,,166.4,73,,40
,2020-08-13 19:41:02,GP129F,131.7mm,,131.7,74,,40
,2020-08-13 19:41:05,GP129F,166.4mm,,166.4,75,,40
,2020-08-13 19:41:07,GP129F,181.4mm,,181.4,76,,40
,2020-08-13 19:41:10,GP129F,143.9mm,,143.9,77,,40
,2020-08-13 19:41:13,GP129F,278.6mm,,278.6,78,,40
,2020-08-13 19:41:16,GP129F,157.1mm,,157.1,79,,40
,2020-08-13 19:41:19,GP129F,176.9mm,,176.9,80,,40
,2020-08-13 19:41:21,GP129F,150.9mm,,150.9,81,,40
,2020-08-13 19:41:24,GP129F,140.3mm,,140.3,82,,40
,2020-08-13 19:41:27,GP129F,153.3mm,,153.3,83,,40
,2020-08-13 19:41:30,GP129F,121.6mm,,121.6,84,,40
,2020-08-13 19:41:33,GP129F,118.5mm,,118.5,85,,40
,2020-08-13 19:41:36,GP129F,214.5mm,,214.5,86,,40
,2020-08-13 19:41:39,GP129F,197.2mm,,197.2,87,,40
,2020-08-13 19:41:42,GP129F,134.4mm,,134.4,88,,40
,2020-08-13 19:41:44,GP129F,123.8mm,,123.8,89,,40
,2020-08-13 19:41:47,GP129F,189.8mm,,189.8,90,,40
,2020-08-13 19:41:49,GP129F,124.9mm,,124.9,91,,40
,2020-08-13 19:41:53,GP129F,190.6mm,,190.6,92,,40
,2020-08-13 19:41:55,GP129F,134.9mm,,134.9,93,,40
,2020-08-13 19:41:58,GP129F,230.2mm,,230.2,94,,40
,2020-08-13 19:42:00,GP129F,217.6mm,,217.6,95,,40
,2020-08-13 19:42:03,GP129F,226.8mm,,226.8,96,,40
,2020-08-13 19:42:05,GP129F,149.9mm,,149.9,97,,40
,2020-08-13 19:42:09,GP129F,121.9mm,,121.9,98,,40
,2020-08-13 19:42:12,GP129F,134.5mm,,134.5,99,,40
,2020-08-13 19:42:16,GP129F,128.5mm,,128.5,100,,40
,2020-08-13 19:42:34,GP129F,231.5mm,,231.5,1,,10
,2020-08-13 19:42:39,GP129F,209.7mm,,209.7,2,,10
,2020-08-13 19:42:42,GP129F,244.7mm,,244.7,3,,10
,2020-08-13 19:42:44,GP129F,186.8mm,,186.8,4,,10
,2020-08-13 19:42:47,GP129F,251.3mm,,251.3,5,,10
,2020-08-13 19:42:50,GP129F,247.2mm,,247.2,6,,10
,2020-08-13 19:42:53,GP129F,227.1mm,,227.1,7,,10
,2020-08-13 19:42:56,GP129F,193.9mm,,193.9,8,,10
,2020-08-13 19:42:59,GP129F,231.4mm,,231.4,9,,10
,2020-08-13 19:43:02,GP129F,213.2mm,,213.2,10,,10
,2020-08-13 19:43:05,GP129F,236.4mm,,236.4,11,,10
,2020-08-13 19:43:07,GP129F,205.8mm,,205.8,12,,10
,2020-08-13 19:43:10,GP129F,233.9mm,,233.9,13,,10
,2020-08-13 19:43:13,GP129F,225.3mm,,225.3,14,,10
,2020-08-13 19:43:16,GP129F,255.8mm,,255.8,15,,10
,2020-08-13 19:43:19,GP129F,262.4mm,,262.4,16,,10
,2020-08-13 19:43:21,GP129F,207.5mm,,207.5,17,,10
,2020-08-13 19:43:24,GP129F,230.7mm,,230.7,18,,10
,2020-08-13 19:43:27,GP129F,240.0mm,,240.0,19,,10
,2020-08-13 19:43:30,GP129F,203.1mm,,203.1,20,,10
,2020-08-13 19:43:34,GP129F,229.0mm,,229.0,21,,10
,2020-08-13 19:43:36,GP129F,237.6mm,,237.6,22,,10
,2020-08-13 19:43:39,GP129F,255.7mm,,255.7,23,,10
,2020-08-13 19:43:41,GP129F,228.7mm,,228.7,24,,10
,2020-08-13 19:43:44,GP129F,266.7mm,,266.7,25,,10
,2020-08-13 19:43:47,GP129F,258.4mm,,258.4,26,,10
,2020-08-13 19:43:50,GP129F,264.4mm,,264.4,27,,10
,2020-08-13 19:43:53,GP129F,197.5mm,,197.5,28,,10
,2020-08-13 19:43:57,GP129F,223.8mm,,223.8,29,,10
,2020-08-13 19:44:01,GP129F,216.0mm,,216.0,30,,10
,2020-08-13 19:44:04,GP129F,209.4mm,,209.4,31,,10
,2020-08-13 19:44:07,GP129F,178.4mm,,178.4,32,,10
,2020-08-13 19:44:11,GP129F,183.7mm,,183.7,33,,10
,2020-08-13 19:44:14,GP129F,230.2mm,,230.2,34,,10
,2020-08-13 19:44:18,GP129F,210.8mm,,210.8,35,,10
,2020-08-13 19:44:21,GP129F,218.9mm,,218.9,36,,10
,2020-08-13 19:44:23,GP129F,223.6mm,,223.6,37,,10
