year,carapace.width,immature,mature
2005,7,0.176966594,0
2005,8,0,0
2005,9,0,0
2005,10,3.038062084,0
2005,11,0,0
2005,12,3.394502723,0
2005,13,15.60630301,0
2005,14,24.72087331,0
2005,15,11.47222079,0
2005,16,6.006384501,0
2005,17,28.29313101,0
2005,18,81.01819511,0
2005,19,128.9491452,0
2005,20,130.3603132,0
2005,21,90.58787635,0
2005,22,68.00358472,0
2005,23,79.25112427,0
2005,24,91.16345165,0
2005,25,143.0935657,0
2005,26,186.7197391,0
2005,27,180.3011819,0
2005,28,165.4987029,0
2005,29,127.8895805,0
2005,30,94.79131419,0
2005,31,88.53282976,0
2005,32,90.72015227,0
2005,33,111.062685,0
2005,34,106.6945699,0
2005,35,106.3945629,0
2005,36,103.6546817,0
2005,37,92.80346796,0
2005,38,80.17861394,0
2005,39,97.6396401,0
2005,40,60.85166043,0
2005,41,85.1709067,0.554183643
2005,42,80.4560515,0
2005,43,85.91519346,0
2005,44,109.8530701,3.236243903
2005,45,87.60437917,4.170376532
2005,46,84.55481987,0.355000682
2005,47,77.42003917,1.745396688
2005,48,76.05083929,1.561845977
2005,49,80.61909096,1.54716011
2005,50,90.18573031,2.686309677
2005,51,56.57744748,2.464826183
2005,52,74.63231518,7.454777039
2005,53,68.611668,11.59752707
2005,54,64.78767891,8.640814635
2005,55,60.71451889,5.694476132
2005,56,66.40640132,8.168134143
2005,57,63.70955254,17.85511078
2005,58,76.90470186,12.09446761
2005,59,55.24684716,23.045515
2005,60,69.66458707,31.86797088
2005,61,72.27989035,18.92397133
2005,62,61.81738379,26.10817323
2005,63,53.32129779,34.13287002
2005,64,70.60272936,33.69558893
2005,65,80.66435694,47.18824826
2005,66,69.11949156,36.53008385
2005,67,70.0226151,54.61649318
2005,68,96.22208771,62.06340456
2005,69,95.64633648,66.29025599
2005,70,82.56918054,60.86985574
2005,71,84.00047539,53.84374234
2005,72,70.14997499,68.17658521
2005,73,69.02203705,55.22593857
2005,74,70.9468738,80.53227884
2005,75,100.7958711,74.81532887
2005,76,80.83460216,93.40982398
2005,77,107.893197,94.4796117
2005,78,105.5262938,81.58566414
2005,79,100.6473967,61.26321248
2005,80,122.9201446,80.66566756
2005,81,110.6016195,105.7014417
2005,82,117.4290727,86.48942975
2005,83,115.699033,94.1239453
2005,84,135.5233008,96.28406071
2005,85,165.1976521,114.9038136
2005,86,129.1908471,102.6335899
2005,87,150.3121257,94.99803823
2005,88,123.9569991,89.88179031
2005,89,141.3846743,95.25262763
2005,90,143.7138857,104.0674474
2005,91,171.8813241,78.35617045
2005,92,163.5767889,97.56932779
2005,93,166.3809601,101.6199863
2005,94,159.8195226,90.78941259
2005,95,157.0526041,87.77046236
2005,96,154.1040789,70.6588754
2005,97,153.7687239,86.09506501
2005,98,149.287025,85.82680256
2005,99,137.6631379,88.16575404
2005,100,124.7644385,80.39132256
2005,101,104.3904189,85.0564234
2005,102,77.41543226,94.89672599
2005,103,80.16185951,95.73680231
2005,104,59.2758252,79.32614232
2005,105,49.94027243,70.05106585
2005,106,24.52945394,94.25141478
2005,107,30.30807035,127.8402121
2005,108,23.46397856,89.36169235
2005,109,21.28271704,88.39324785
2005,110,21.06836538,77.97058828
2005,111,11.2578175,76.70196754
2005,112,5.383651822,90.31292305
2005,113,4.568188835,114.6803222
2005,114,1.440036664,98.66056186
2005,115,4.765984964,88.79836698
2005,116,0.26502928,70.67100037
2005,117,2.008707657,81.67352324
2005,118,1.028467994,85.60007682
2005,119,0.857341837,63.09197165
2005,120,1.778131824,57.47114472
2005,121,0,64.47200151
2005,122,0,44.22919317
2005,123,0,35.38474194
2005,124,0,39.34357171
2005,125,1.744457857,43.80966748
2005,126,0,33.34018983
2005,127,0,24.11075717
2005,128,0,19.31514764
2005,129,0,8.398310429
2005,130,0,16.78183499
2005,131,0,15.79813575
2005,132,0,8.05973819
2005,133,0,15.22809761
2005,134,0,3.050439239
2005,135,0,3.548218562
2005,136,0,2.673521256
2005,137,0,3.570117794
2005,138,0,2.322639984
2005,139,0,1.057506914
2005,140,0,0.615437638
2005,141,0,1.229031666
2005,142,0,0.258844724
2005,143,0,0.292630396
2005,144,0,0.436897113
2006,0,0,0
2006,1,0,0
2006,2,0,0
2006,3,0,0
2006,4,0,0
2006,5,0,0
2006,6,0,0
2006,7,0,0
2006,8,0,0
2006,9,0,0
2006,10,0.691643289,0
2006,11,0,0
2006,12,3.955631714,0
2006,13,10.92949056,0
2006,14,36.92169635,0
2006,15,10.33224598,0
2006,16,15.13523509,0
2006,17,44.62389539,0
2006,18,113.2942564,0
2006,19,227.205051,0
2006,20,167.8700268,0
2006,21,94.25452917,0
2006,22,62.15807886,0
2006,23,53.63703986,0
2006,24,103.2660358,0
2006,25,141.2956302,0
2006,26,163.7134827,0
2006,27,173.5025228,0
2006,28,198.3161819,0
2006,29,157.3065416,0
2006,30,120.0789985,0
2006,31,89.04406658,0
2006,32,99.53128635,0
2006,33,126.1159398,0
2006,34,147.2503104,0
2006,35,155.2310816,0
2006,36,167.6707413,0
2006,37,134.8691528,0
2006,38,130.831261,0
2006,39,111.4686065,0
2006,40,107.145315,0
2006,41,95.13814944,0.813595506
2006,42,91.1173335,1.728080825
2006,43,87.23021254,1.820463624
2006,44,90.81831097,0
2006,45,86.7945935,4.864784163
2006,46,117.4689513,4.476248038
2006,47,93.76602003,1.254683526
2006,48,122.719949,2.775246489
2006,49,102.5326522,3.620339123
2006,50,92.60881018,13.07901939
2006,51,85.51855113,8.433744258
2006,52,80.88604463,3.799112716
2006,53,54.47863714,9.780258647
2006,54,64.37813621,6.982895592
2006,55,62.15585996,4.726279594
2006,56,91.92012278,22.57250441
2006,57,71.51085075,12.09911039
2006,58,70.61053265,8.065165356
2006,59,64.91825167,16.6188976
2006,60,77.79968574,23.65798071
2006,61,58.09343768,25.41338372
2006,62,62.42194981,16.79633359
2006,63,74.3955772,31.81696568
2006,64,75.07690561,35.44827586
2006,65,61.77958417,37.54362715
2006,66,64.16379556,33.9348137
2006,67,60.52927237,35.36160738
2006,68,57.26546755,37.31580957
2006,69,67.98604844,47.69008233
2006,70,70.24052397,42.53253636
2006,71,57.37956442,47.43363651
2006,72,52.8452617,50.76012398
2006,73,62.48545708,57.94776036
2006,74,69.88735799,58.98759209
2006,75,61.65635329,53.52233508
2006,76,55.22612452,50.51676989
2006,77,45.57904329,58.53201523
2006,78,54.99814049,56.57115343
2006,79,52.05296436,65.20590774
2006,80,78.25179913,59.55468825
2006,81,60.00328009,75.17069967
2006,82,52.26108408,61.96176591
2006,83,76.67943383,52.8794244
2006,84,75.69202259,63.34751005
2006,85,81.06892957,67.68679518
2006,86,63.2887511,59.86549154
2006,87,76.90930406,49.83936246
2006,88,79.7059321,72.58891116
2006,89,76.10986496,75.49274989
2006,90,75.50317113,62.98036162
2006,91,82.79389714,58.59247473
2006,92,96.56561746,65.27020562
2006,93,85.93369657,67.36240082
2006,94,91.91402254,61.39037825
2006,95,82.71678781,58.86218873
2006,96,88.95558453,45.18122134
2006,97,65.66510013,53.10413674
2006,98,68.6481444,50.07627206
2006,99,80.07788176,45.87655419
2006,100,67.43842969,62.55888091
2006,101,59.49427636,47.49380818
2006,102,67.74276948,61.24324489
2006,103,37.80728812,68.4465148
2006,104,38.69587932,64.09670576
2006,105,28.67904927,61.51871823
2006,106,24.87772186,53.74820534
2006,107,21.7986289,60.06497339
2006,108,20.67085349,65.68671072
2006,109,16.18165816,75.14405607
2006,110,11.37303287,70.82704635
2006,111,5.360567523,73.23714399
2006,112,4.790295221,84.19040355
2006,113,3.614858079,84.13097489
2006,114,1.266656533,70.73050087
2006,115,1.826262208,89.36019745
2006,116,1.331897277,78.62457267
2006,117,5.776576433,65.67129206
2006,118,1.035248128,69.2923409
2006,119,1.080560076,71.42449319
2006,120,0,69.46553826
2006,121,3.614510406,66.22582532
2006,122,0,46.94900601
2006,123,0,55.29975135
2006,124,1.035248128,48.15055693
2006,125,0,47.53414638
2006,126,0,29.51700154
2006,127,0,39.3336866
2006,128,0,28.5882167
2006,129,0,21.62731607
2006,130,0,20.14255299
2006,131,0,16.42570823
2006,132,0,12.01796694
2006,133,0,13.7837699
2006,134,0,8.206324443
2006,135,0,5.854404589
2006,136,0,4.108880271
2006,137,0,2.451665254
2006,138,0,1.565608667
2006,139,0,0.836058885
2006,140,0,2.44333722
2006,141,0,0
2006,142,0,0.59066885
2006,143,0,0
2006,144,0,0
2006,145,0,1.030842817
2006,146,0,0
2006,147,0,1.035248128
2007,0,0,0
2007,1,0,0
2007,2,0,0
2007,3,0,0
2007,4,0,0
2007,5,0,0
2007,6,0.768374918,0
2007,7,0,0
2007,8,0,0
2007,9,0.87834099,0
2007,10,7.20618023,0
2007,11,0.926440615,0
2007,12,3.567312085,0
2007,13,19.55055767,0
2007,14,21.39055147,0
2007,15,21.63177316,0
2007,16,11.01959374,0
2007,17,30.27762257,0
2007,18,54.12034661,0
2007,19,59.0097933,0
2007,20,57.12506149,0
2007,21,41.9831901,0
2007,22,51.26006777,0
2007,23,69.72480492,0
2007,24,81.21006425,0
2007,25,152.3285897,0
2007,26,163.3101982,0
2007,27,215.2058276,0
2007,28,171.5020084,0
2007,29,177.2157413,0
2007,30,102.7647861,0
2007,31,92.18268207,0
2007,32,120.2643072,0
2007,33,143.9031855,0
2007,34,178.9253369,0
2007,35,217.0614705,0
2007,36,218.8615009,0
2007,37,227.788533,0
2007,38,241.1288801,0
2007,39,174.9651763,0
2007,40,194.5972947,2.032987251
2007,41,129.0469242,3.52824438
2007,42,149.8860915,3.700615
2007,43,131.8483673,6.674234008
2007,44,143.4402915,1.333693783
2007,45,130.9039532,3.438806665
2007,46,172.6245211,6.361620427
2007,47,153.468623,7.03492433
2007,48,124.1560704,5.960079436
2007,49,122.0639853,13.70898641
2007,50,123.6036734,13.22831185
2007,51,106.9784567,13.49564187
2007,52,93.91926798,9.882389119
2007,53,101.757104,17.86346655
2007,54,87.13561044,18.70497793
2007,55,72.12414905,10.48768581
2007,56,67.50941653,32.18589588
2007,57,92.07637552,14.09466337
2007,58,67.63279466,15.67623747
2007,59,63.90720717,19.17509623
2007,60,74.41764461,16.93095321
2007,61,80.51259384,29.69879401
2007,62,62.82071237,36.92926273
2007,63,67.3140253,23.13179528
2007,64,62.25091566,30.39936356
2007,65,56.3715871,31.57079439
2007,66,68.53611928,37.5348945
2007,67,54.66191497,36.24679254
2007,68,46.23791969,38.45564175
2007,69,55.59291242,61.77942286
2007,70,54.51858718,34.97466861
2007,71,52.85918469,49.22632321
2007,72,58.31353551,49.58145744
2007,73,49.91473179,50.87553364
2007,74,68.15910443,60.70537133
2007,75,43.30331328,42.8322488
2007,76,57.37488589,72.58437931
2007,77,47.59335646,42.30791957
2007,78,71.83435467,56.42151654
2007,79,62.21015617,62.68399761
2007,80,66.64067879,60.11192616
2007,81,64.38040415,51.86806199
2007,82,56.9842757,58.11050435
2007,83,63.74927527,51.66275201
2007,84,81.81866657,60.83710145
2007,85,55.67643223,64.02619264
2007,86,53.01704819,55.59497467
2007,87,59.94253427,63.58343914
2007,88,58.31939401,66.42798287
2007,89,69.19591297,59.26454429
2007,90,76.19746542,66.08946092
2007,91,61.20663628,60.112642
2007,92,80.32483274,66.05175406
2007,93,70.47002975,65.52751498
2007,94,70.39057713,66.44555681
2007,95,77.60109064,51.78583756
2007,96,76.03136122,52.26229745
2007,97,71.91741903,49.18858274
2007,98,72.73664463,45.80818264
2007,99,74.48955044,44.75543715
2007,100,71.18811111,40.85538938
2007,101,58.3439738,62.37138496
2007,102,48.54315573,53.29850477
2007,103,56.27900957,44.17142468
2007,104,39.02420769,73.60794161
2007,105,33.1998132,56.14451523
2007,106,26.06622062,61.5176274
2007,107,14.54741705,63.64771573
2007,108,22.26602963,74.75953023
2007,109,12.91630371,72.48106244
2007,110,14.89057771,84.78200983
2007,111,5.470753812,70.71897588
2007,112,5.385002677,60.25305601
2007,113,6.512069908,68.92681319
2007,114,2.712185936,69.03678293
2007,115,1.211458845,52.77187857
2007,116,0.66650404,73.98749444
2007,117,1.922455822,63.69763247
2007,118,3.499873073,52.59989977
2007,119,0.570535276,55.33536727
2007,120,1.013294423,63.3854482
2007,121,0,42.93871616
2007,122,2.157477745,42.13883639
2007,123,0.688681519,33.79305126
2007,124,0,45.47620331
2007,125,0,38.95985998
2007,126,0,29.91363646
2007,127,0,21.13644417
2007,128,0,24.13027685
2007,129,0,25.42654132
2007,130,0,20.3624648
2007,131,0,19.61637839
2007,132,0,10.68219277
2007,133,0,9.482256493
2007,134,0,6.936329441
2007,135,0,1.768189688
2007,136,0,8.377123724
2007,137,0,4.943681611
2007,138,0,3.644669013
2007,139,0,0.988579925
2007,140,0,0.988579925
2007,141,0,1.712610292
2007,142,0,1.839740229
2007,143,0,0
2007,144,0,1.246732004
2007,145,0,0
2007,146,0,0.720831898
2008,0,0,0
2008,1,0,0
2008,2,0,0
2008,3,0,0
2008,4,0,0
2008,5,0,0
2008,6,0,0
2008,7,0,0
2008,8,0,0
2008,9,2.246150444,0
2008,10,7.61090968,0
2008,11,2.681306813,0
2008,12,8.604793416,0
2008,13,48.27928449,0
2008,14,64.79940659,0
2008,15,50.95319176,0
2008,16,23.53398717,0
2008,17,28.90882169,0
2008,18,64.78773548,0
2008,19,107.5144729,0
2008,20,105.7171523,0
2008,21,72.15483386,0
2008,22,54.4915191,0
2008,23,33.19429127,0
2008,24,62.91148003,0
2008,25,97.26748307,0
2008,26,125.0095657,0
2008,27,153.7943746,0
2008,28,109.3225942,0
2008,29,98.20901061,0
2008,30,95.78268426,0
2008,31,75.69811167,0
2008,32,124.7375432,0
2008,33,124.9205893,0
2008,34,173.7171322,0
2008,35,227.6676913,0
2008,36,260.3448919,0
2008,37,253.4956492,0
2008,38,189.9959306,0
2008,39,199.932457,0
2008,40,136.5350594,0
2008,41,116.6479985,0
2008,42,144.7216147,1.337925092
2008,43,135.7763919,1.31477917
2008,44,165.4841586,2.257573795
2008,45,165.8731136,6.118076499
2008,46,227.2486416,5.781401442
2008,47,201.5290437,8.698665695
2008,48,210.627924,8.985997646
2008,49,177.882294,8.411988935
2008,50,181.0097529,9.501757221
2008,51,187.9788629,19.15232848
2008,52,161.2430171,16.4644771
2008,53,142.8557835,27.26151532
2008,54,119.4124214,18.66437664
2008,55,139.5705053,27.60076148
2008,56,126.0212186,39.89844655
2008,57,133.5900736,31.30333064
2008,58,113.5336237,31.38371164
2008,59,136.3699333,38.73861609
2008,60,116.6511335,39.07978344
2008,61,129.8066876,35.05005969
2008,62,108.531986,41.656811
2008,63,112.8923595,32.54362581
2008,64,93.78603035,30.92645481
2008,65,72.3989481,44.18309425
2008,66,93.87517707,53.69641336
2008,67,103.0880707,31.83239128
2008,68,84.28103194,44.82351015
2008,69,66.39518052,35.23287534
2008,70,74.84640162,42.10672321
2008,71,64.03316814,64.62439601
2008,72,71.26950145,52.06612584
2008,73,79.66137652,54.10912648
2008,74,65.79457474,54.01981241
2008,75,63.66633482,55.23633369
2008,76,76.44657079,75.69238506
2008,77,71.40892565,54.29187614
2008,78,74.36209863,53.32778237
2008,79,64.99936209,50.15707348
2008,80,55.08400795,60.28966995
2008,81,63.87359101,51.14463475
2008,82,63.9830968,78.17021018
2008,83,61.38170403,41.95479028
2008,84,63.36166219,54.42575681
2008,85,58.05792397,55.23830155
2008,86,62.86054014,64.23053633
2008,87,69.30949625,56.18508896
2008,88,51.26348531,60.9419405
2008,89,46.05827713,50.94292236
2008,90,49.89303685,60.93108155
2008,91,42.60825298,64.17357237
2008,92,61.40032705,49.53234388
2008,93,34.57543704,45.28042367
2008,94,49.65198395,46.28763502
2008,95,47.30072456,49.23178683
2008,96,48.68698281,52.54126339
2008,97,54.9892196,46.75012212
2008,98,50.94560749,37.83490667
2008,99,49.05076165,42.42870142
2008,100,46.1429198,35.69264205
2008,101,41.16378279,34.14113676
2008,102,47.67366674,48.17051848
2008,103,48.17421772,30.2697133
2008,104,27.40778825,47.50850747
2008,105,36.46714739,37.20901303
2008,106,35.31875758,43.05990283
2008,107,27.30865867,50.18932626
2008,108,23.8248277,53.46031161
2008,109,14.26328092,45.97816722
2008,110,9.202126627,48.63630587
2008,111,5.761691342,67.12917983
2008,112,7.559909284,50.42676571
2008,113,8.591733186,50.06992637
2008,114,8.037197894,59.29744366
2008,115,5.796303381,46.75869165
2008,116,0.874936567,60.77690898
2008,117,1.640969091,60.47833193
2008,118,0,56.65824429
2008,119,1.610959681,40.54082351
2008,120,0,50.18334903
2008,121,0,58.39517179
2008,122,0,49.63842657
2008,123,0,37.80456373
2008,124,0,47.07668388
2008,125,0,28.12741472
2008,126,0,31.25616384
2008,127,0,14.88552655
2008,128,0,24.52109094
2008,129,0,13.21997212
2008,130,0,21.26793654
2008,131,0,14.94294581
2008,132,0,19.55290146
2008,133,0,7.839578064
2008,134,0,7.903823993
2008,135,0,7.068816043
2008,136,0,2.278436938
2008,137,0,4.802412565
2008,138,0,0
2008,139,0,3.625159761
2009,0,0,0
2009,1,0,0
2009,2,0,0
2009,3,0,0
2009,4,0,0
2009,5,0,0
2009,6,0,0
2009,7,0,0
2009,8,0,0
2009,9,6.986142904,0
2009,10,10.90508627,0
2009,11,7.535134475,0
2009,12,17.35572179,0
2009,13,30.66496501,0
2009,14,30.10701787,0
2009,15,17.54514532,0
2009,16,23.1905795,0
2009,17,25.86571667,0
2009,18,81.29313815,0
2009,19,106.9830364,0
2009,20,125.507533,0
2009,21,101.4871842,0
2009,22,60.35845646,0
2009,23,37.27369212,0
2009,24,78.50486422,0
2009,25,87.03816961,0
2009,26,119.6613309,0
2009,27,96.52505918,0
2009,28,83.68159743,0
2009,29,73.22438015,0
2009,30,57.19189406,0
2009,31,92.48597246,0
2009,32,83.00690995,0
2009,33,95.38854642,0
2009,34,116.6532532,0
2009,35,115.4768104,0
2009,36,171.940492,0
2009,37,129.3713183,0
2009,38,150.2065121,0
2009,39,138.239388,0
2009,40,115.180019,0.631470999
2009,41,140.3419811,2.608491619
2009,42,150.0661141,4.797002552
2009,43,121.2793442,0.978532944
2009,44,186.8061601,4.083783427
2009,45,189.6254491,3.226808636
2009,46,190.7577973,4.065774452
2009,47,208.6157634,3.757420486
2009,48,179.705419,3.788849239
2009,49,192.9144858,13.08646112
2009,50,182.2736074,12.27332658
2009,51,197.3855585,7.79762274
2009,52,175.1586486,17.93343738
2009,53,149.9766789,28.64477016
2009,54,165.5897751,21.50398513
2009,55,129.315759,37.89308892
2009,56,136.0060988,32.49343596
2009,57,134.619345,32.99358633
2009,58,127.2595305,25.98523518
2009,59,139.9904336,40.5458537
2009,60,105.8638183,35.24858402
2009,61,124.1549305,39.06886687
2009,62,108.7670414,47.64223279
2009,63,126.4918225,30.20300677
2009,64,135.3956914,49.66239509
2009,65,109.9270368,53.74739894
2009,66,115.4157128,47.33618894
2009,67,109.0041676,62.11436063
2009,68,117.7221698,31.95845486
2009,69,116.035812,51.05725896
2009,70,115.1927785,42.28525437
2009,71,114.0397703,43.54722252
2009,72,103.3587471,39.52983193
2009,73,87.15438858,46.27113135
2009,74,92.89833512,62.25278499
2009,75,81.32403096,46.67149358
2009,76,77.34683515,60.29650975
2009,77,90.29567212,39.65331787
2009,78,63.04880019,59.57842413
2009,79,59.04459672,54.93929072
2009,80,60.53699498,60.13980881
2009,81,79.73751234,48.24999335
2009,82,71.70389097,46.87508836
2009,83,65.20722308,53.66325497
2009,84,58.26742613,54.58897458
2009,85,55.41086285,37.93665095
2009,86,55.43217972,43.91365582
2009,87,55.56386579,32.41242889
2009,88,49.14291746,45.82249386
2009,89,58.61840869,47.90181632
2009,90,60.00146999,46.42389761
2009,91,53.84169379,34.80438834
2009,92,47.33240171,45.40599312
2009,93,42.20403814,37.38782169
2009,94,47.76642914,34.22202422
2009,95,39.80666575,30.0613044
2009,96,39.58821315,27.46069925
2009,97,43.45754372,30.21772452
2009,98,40.86515163,37.75307375
2009,99,33.49704024,19.2007685
2009,100,31.1140724,29.06827779
2009,101,19.5603028,19.43430072
2009,102,16.39476941,29.98137611
2009,103,28.39687461,29.60885399
2009,104,29.18385567,25.72235129
2009,105,12.67655017,23.96028393
2009,106,14.20749789,26.5407286
2009,107,11.55417882,23.94263413
2009,108,2.368544737,28.46288632
2009,109,7.078921935,22.20426421
2009,110,13.8523541,30.28194739
2009,111,4.004971999,24.36020782
2009,112,4.828700124,23.1253494
2009,113,1.497091152,32.47506437
2009,114,0.849248245,30.82020882
2009,115,3.448148366,30.85617364
2009,116,2.735932968,32.06070168
2009,117,1.297612652,27.22813404
2009,118,0,20.65339313
2009,119,0,25.8314341
2009,120,0,22.75631415
2009,121,0,17.02314524
2009,122,1.146397217,15.07225301
2009,123,0,20.49655288
2009,124,0,16.38827965
2009,125,0,21.99558187
2009,126,0,18.94928279
2009,127,0,13.99942821
2009,128,0,6.382737618
2009,129,0,11.60054917
2009,130,0,7.539947233
2009,131,0,14.79656495
2009,132,0,4.123271274
2009,133,0,4.086605424
2009,134,0,6.633499191
2009,135,0,3.447476483
2009,136,0,5.358850802
2009,137,0,2.018564194
2009,138,0,2.021669628
2009,139,0,2.407166535
2009,140,0,3.940686481
2009,141,0,0
2009,142,0,0
2009,143,0,1.868837508
2010,0,0,0
2010,1,0,0
2010,2,0,0
2010,3,0,0
2010,4,0,0
2010,5,0,0
2010,6,0,0
2010,7,0,0
2010,8,0,0
2010,9,1.379805172,0
2010,10,0.770810337,0
2010,11,3.265788047,0
2010,12,9.865567587,0
2010,13,15.43613548,0
2010,14,28.17775046,0
2010,15,16.54780579,0
2010,16,37.73551474,0
2010,17,88.01014546,0
2010,18,192.1349646,0
2010,19,191.6397014,0
2010,20,151.2395898,0
2010,21,129.3276215,0
2010,22,86.28743591,0
2010,23,103.2905212,0
2010,24,173.3995462,0
2010,25,241.09955,0
2010,26,313.1524937,0
2010,27,314.5250283,0
2010,28,273.3692155,0
2010,29,213.116435,0
2010,30,179.169913,0
2010,31,135.6558965,0
2010,32,112.4386816,0
2010,33,108.4005928,0
2010,34,130.9613855,0
2010,35,156.8958518,0
2010,36,148.8891711,0
2010,37,154.3813708,0
2010,38,187.6512952,0
2010,39,153.6063807,0
2010,40,146.9609869,1.647059655
2010,41,132.66415,6.710676495
2010,42,119.8273223,4.332595586
2010,43,135.6693523,1.212921005
2010,44,129.2263749,7.562877079
2010,45,143.615488,4.936581496
2010,46,162.5596248,7.134131124
2010,47,146.6717276,12.20169762
2010,48,177.3692347,18.29799525
2010,49,163.571806,8.270326083
2010,50,174.0135278,19.63720329
2010,51,164.5622538,27.20328453
2010,52,157.0225741,31.56308052
2010,53,158.8670194,29.31665761
2010,54,201.9938605,35.56745251
2010,55,168.4143999,31.83950018
2010,56,183.2993044,50.5770933
2010,57,175.0522691,52.42840524
2010,58,185.0835745,67.86977384
2010,59,202.3686046,43.35368749
2010,60,176.9378427,71.33477091
2010,61,216.4282806,80.76499468
2010,62,220.7380009,75.13435205
2010,63,201.0781722,58.34106185
2010,64,188.2044053,78.69025168
2010,65,198.1843937,68.17118502
2010,66,193.9509417,49.30731778
2010,67,150.6606616,60.97154312
2010,68,181.9591883,51.50751409
2010,69,172.4236893,55.33108166
2010,70,184.5346549,63.88289122
2010,71,140.3553349,62.66948625
2010,72,153.0956714,71.18967171
2010,73,129.3855607,69.70478042
2010,74,137.5864691,68.52395733
2010,75,140.6303075,50.76659823
