lat,lon,lat dec,long dec
482000,635000,48.33333333,-63.83333333
474000,635000,47.66666667,-63.83333333
474000,640000,47.66666667,-64
473000,640000,47.5,-64
473000,642000,47.5,-64.33333333
475000,642000,47.83333333,-64.33333333
480000,641000,48,-64.16666667
481000,641000,48.16666667,-64.16666667
481000,640000,48.16666667,-64
482000,640000,48.33333333,-64
482000,635000,48.33333333,-63.83333333
