"date","zone","tow.number","tow.id","swept.area","swept.area.method","tow.type","touchdown.time","stop.time","latitude","longitude","depth.meters","bottom.temperature","vessel","commercial.count","commercial.weight","commercial345.count","commercial345.weight","male.legal.immature.count","male.count","female.count","female.mature.count","female.immature.count","total.count"
"2020-07-31","12",13,"GP061F",3063,"model","Primary","19:42:08","19:47:18",47.1947225,-63.76429,54.9,0.19,"Avalon Voyager II",11,5.71566900897807,0,0,4,240,109,14,95,349
"2020-08-01","12",2,"GP049A1",2931,"model","Alternate 1","06:27:06","06:32:07",47.1443741666667,-63.8472066666667,38.4,3.03,"Avalon Voyager II",1,0.498664281666536,0,0,0,8,0,0,0,8
"2020-08-01","12",3,"GP026F",2983,"model","Primary","08:46:15","08:51:23",47.0882608333333,-64.1884433333333,38.4,2.71,"Avalon Voyager II",0,0,0,0,0,8,6,0,6,14
"2020-08-01","12",4,"GP024F",2680,"model","Primary","10:01:21","10:06:21",47.1894591666667,-64.24642,40.2,1.05,"Avalon Voyager II",7,3.61399268459875,0,0,2,39,14,0,14,53
"2020-08-01","12",5,"GP036F",2271,"model","Primary","11:17:44","11:22:48",47.2276916666667,-64.0984341666667,38.4,1.7,"Avalon Voyager II",0,0,0,0,0,6,3,0,3,9
"2020-08-01","12",6,"GP046F",2643,"model","Primary","12:51:22","12:56:45",47.3345608333333,-63.9497441666667,40.2,1.31,"Avalon Voyager II",5,2.80354076140118,1,0.554216452155504,0,50,15,1,14,65
"2020-08-01","12",7,"GP067F",3518,"model","Primary","14:09:06","14:14:14",47.3679791666667,-63.8042916666667,64,1.43,"Avalon Voyager II",2,1.24596403181969,2,1.24596403181969,2,110,104,32,72,214
"2020-08-01","12",9,"GP091A1",3422,"average","Alternate 1","16:52:11","16:58:08",47.4787225,-63.5989033333333,73.2,0.22,"Avalon Voyager II",9,5.05680973486223,2,1.03128944298428,2,217,150,12,138,367
"2020-08-01","12",11,"GP066A1",3196,"model","Alternate 1","19:22:25","19:27:31",47.4704241666667,-63.7865266666667,69.5,0.26,"Avalon Voyager II",12,6.35432360087025,2,0.905959835115992,8,287,173,21,152,460
"2020-08-01","12",12,"GP048F",3372,"model","Primary","20:13:39","20:18:45",47.4450116666667,-63.8326925,62.2,0.3,"Avalon Voyager II",6,2.90868515848332,1,0.37368663252061,1,205,263,10,253,468
"2020-08-02","12",1,"GP050F",3079,"model","Primary","05:40:32","05:45:36",47.4866608333333,-63.8997116666667,58.5,0.32,"Avalon Voyager II",12,6.22636336379155,1,0.376334698390591,5,449,240,7,233,689
"2020-08-02","12",2,"GP044F",2395,"model","Primary","07:19:07","07:24:16",47.4114358333333,-64.0879758333333,38.4,1.69,"Avalon Voyager II",0,0,0,0,0,9,0,0,0,9
"2020-08-02","12",3,"GP025F",2844,"model","Primary","08:55:58","09:01:04",47.3124166666667,-64.1903716666667,45.7,1.06,"Avalon Voyager II",1,0.364399728295434,0,0,2,39,46,27,19,85
"2020-08-02","12",4,"GP016F",2292,"model","Primary","10:30:14","10:35:24",47.3005966666667,-64.4408825,40.2,0.47,"Avalon Voyager II",11,5.68001100539808,0,0,3,75,15,0,15,90
"2020-08-02","12",5,"GP023F",1985,"model","Primary","11:41:15","11:46:25",47.35605,-64.286635,51.2,0.16,"Avalon Voyager II",1,0.375370300030286,0,0,0,33,45,21,24,78
"2020-08-02","12",6,"GP019F",2294,"model","Primary","12:35:33","12:40:40",47.4335383333333,-64.3465333333333,53,1.41,"Avalon Voyager II",4,1.95893786005609,0,0,3,55,16,10,6,71
"2020-08-02","12",7,"GP018F",2743,"model","Primary","13:27:42","13:32:49",47.5000391666667,-64.3943966666667,45.7,1.26,"Avalon Voyager II",18,10.7785886070006,0,0,3,96,60,1,59,156
"2020-08-02","12",8,"GP028F",1947,"model","Primary","14:50:27","14:55:34",47.5416766666667,-64.1818275,64,0.34,"Avalon Voyager II",8,4.09916162447631,5,2.39555433126574,6,50,33,33,0,83
"2020-08-02","12",9,"GP032F",2106,"model","Primary","15:30:02","15:35:11",47.550265,-64.1336108333333,65.8,0.3,"Avalon Voyager II",5,2.61440987567236,2,0.945386105814159,0,18,114,113,1,132
"2020-08-02","12",10,"GP022F",2452,"average","Primary","16:36:42","16:41:48",47.6575283333333,-64.1595233333333,69.5,0.3,"Avalon Voyager II",4,2.69064769308158,3,1.79627328456829,0,10,79,78,1,89
"2020-08-02","12",11,"GP030F",2370,"model","Primary","17:17:16","17:22:24",47.6965233333333,-64.1572141666667,71.3,0.3,"Avalon Voyager II",15,9.08508549361791,10,5.33684711478278,0,25,66,59,7,91
"2020-08-02","12",12,"GP040F",2318,"model","Primary","17:57:00","18:02:04",47.6797025,-64.0955991666667,75,0.3,"Avalon Voyager II",14,7.18824579759324,7,3.05057668767158,0,23,35,33,2,58
"2020-08-02","12",13,"GP042F",2199,"model","Primary","19:02:17","19:07:20",47.7608683333333,-64.0077558333333,82.3,0.38,"Avalon Voyager II",9,5.29662881982374,1,0.569409555683406,11,43,4,0,4,47
"2020-08-02","12",14,"GP041F",2487,"model","Primary","19:49:36","19:54:35",47.8231225,-64.0178108333333,78.6,0.39,"Avalon Voyager II",15,8.38043052137052,14,7.64820601488655,1,179,419,262,157,598
"2020-08-03","12",1,"GP015F",2415,"model","Primary","05:48:24","05:53:39",48.1173175,-64.4670433333333,45.7,0.74,"Avalon Voyager II",0,0,0,0,0,38,35,0,35,73
"2020-08-03","12",2,"GP012F",2185,"model","Primary","08:01:12","08:06:19",48.0652433333333,-64.7728025,82.3,0.47,"Avalon Voyager II",2,1.36961550371244,0,0,13,36,7,0,7,43
"2020-08-03","12",3,"GP010F",2375,"average","Primary","09:42:15","09:47:25",48.0422766666667,-64.98892,86,0.42,"Avalon Voyager II",7,3.99258000703663,5,2.63434686365031,4,152,236,110,126,388
"2020-08-03","12",4,"GP011F",1807,"model","Primary","11:00:03","11:05:04",47.9507533333333,-65.014025,78.6,0.38,"Avalon Voyager II",6,3.36321112675399,3,1.65806409359375,16,45,24,16,8,69
"2020-08-03","12",5,"GP007F",1890,"model","Primary","12:23:37","12:28:18",47.9285608333333,-65.1870075,75,0.42,"Avalon Voyager II",3,1.45245406820139,2,0.765273892295451,0,23,94,92,2,117
"2020-08-03","12",6,"GP005F",2600,"model","Primary","13:37:37","13:42:36",47.9557075,-65.3459758333333,47.5,1.18,"Avalon Voyager II",0,0,0,0,1,182,131,2,129,313
"2020-08-03","12",7,"GP001F",1850,"model","Primary","15:32:37","15:37:42",47.9751141666667,-65.6276316666667,45.7,1.77,"Avalon Voyager II",3,1.54775828974279,1,0.641623282895311,6,187,54,2,52,241
"2020-08-03","12",8,"GP003F",2331,"model","Primary","16:49:33","16:54:35",47.9139475,-65.4889891666667,54.9,0.96,"Avalon Voyager II",8,4.91349755416992,1,0.37742165062609,7,84,41,4,37,125
"2020-08-03","12",9,"GP004F",2353,"model","Primary","17:38:59","17:44:15",47.86207,-65.4786175,58.5,0.53,"Avalon Voyager II",4,2.24690083398583,0,0,10,39,5,5,0,44
"2020-08-03","12",10,"GP002F",2020,"model","Primary","18:44:19","18:49:27",47.78562,-65.5405816666667,40.2,1.06,"Avalon Voyager II",0,0,0,0,0,1,0,0,0,1
"2020-08-03","12",11,"GP006F",2651,"model","Primary","20:42:06","20:47:15",47.8954791666667,-65.2072033333333,71.3,0.45,"Avalon Voyager II",9,5.74684465497658,7,4.48697250530419,2,16,78,78,0,94
"2020-08-04","12",1,"GP008F",2622,"model","Primary","06:04:39","06:09:59",47.8959683333333,-65.1370383333333,76.8,0.38,"Avalon Voyager II",12,9.60316872756369,0,0,23,63,3,3,0,66
"2020-08-04","12",2,"GP009F",2966,"model","Primary","07:03:05","07:08:11",47.8867991666667,-64.987165,49.4,0.46,"Avalon Voyager II",0,0,0,0,1,6,4,0,4,10
"2020-08-08","12",2,"GP013A1",2287,"model","Alternate 1","07:13:46","07:18:57",48.1886816666667,-64.6184225,91.4,0.5,"Avalon Voyager II",4,2.33457057350421,1,0.686817445224928,4,18,6,3,3,24
"2020-08-08","12",3,"GP017F",2136,"model","Primary","08:25:14","08:30:17",48.1969133333333,-64.4224516666667,95.1,0.62,"Avalon Voyager II",12,6.77034553209939,1,0.644050681111065,3,57,66,42,24,123
"2020-08-08","12",4,"GP021F",1939,"model","Primary","09:28:09","09:33:21",48.2515666666667,-64.3066741666667,104.2,0.62,"Avalon Voyager II",14,8.75004711440136,2,1.13604276084129,7,37,31,30,1,68
"2020-08-08","12",5,"GP020F",2143,"model","Primary","10:21:22","10:26:29",48.2706266666667,-64.3376925,109.7,0.74,"Avalon Voyager II",13,8.84741419262092,6,4.22759361622755,12,31,11,1,10,42
"2020-08-08","12",6,"GP014F",2188,"model","Primary","11:19:58","11:25:06",48.3443416666667,-64.363175,111.6,0.62,"Avalon Voyager II",4,2.56657985469605,1,0.677431896629047,3,22,285,277,8,307
"2020-08-08","12",7,"GP034F",2826,"model","Primary","13:30:42","13:35:47",48.45222,-64.1175258333333,64,1.97,"Avalon Voyager II",0,0,0,0,0,7,17,15,2,24
"2020-08-08","12",8,"GP027F",2153,"model","Primary","14:51:09","14:56:14",48.53775,-64.1782325,80.5,1.06,"Avalon Voyager II",8,4.48748443018909,2,0.99563274946303,2,151,71,0,71,222
"2020-08-08","12",9,"GP033F",2062,"model","Primary","15:46:46","15:51:53",48.5391758333333,-64.1262816666667,100.6,0.94,"Avalon Voyager II",5,3.61591435134704,1,0.359113663923298,3,122,25,1,24,147
"2020-08-08","12",10,"GP057F",2364,"model","Primary","17:03:35","17:07:59",48.5570091666667,-63.9911725,91.4,1.08,"Avalon Voyager II",1,0.617182958112428,0,0,0,25,3,0,3,28
"2020-08-08","12",11,"GP038F",2617,"average","Primary","18:07:35","18:12:41",48.6044383333333,-64.0100633333333,86,0.9,"Avalon Voyager II",4,2.45838970633703,3,1.45530597349235,0,214,105,9,96,319
"2020-08-08","12",12,"GP035F",2479,"average","Primary","20:03:48","20:08:56",48.7549441666667,-64.0640158333333,78.6,0.16,"Avalon Voyager II",0,0,0,0,0,20,10,0,10,30
"2020-08-09","12",1,"GP054F",2621,"model","Primary","05:59:07","06:04:18",48.7313633333333,-63.9570291666667,146.3,3.67,"Avalon Voyager II",9,5.75311527938888,8,5.19889882723338,1,19,10,6,4,29
"2020-08-09","12",2,"GP064F",4018,"model","Primary","07:06:00","07:11:28",48.6614525,-63.82442,144.5,3.39,"Avalon Voyager II",0,0,0,0,0,51,37,1,36,88
"2020-08-09","12",3,"GP056F",2556,"model","Primary","08:10:21","08:15:34",48.6197441666667,-63.84689,164.6,3.19,"Avalon Voyager II",2,1.3969791955116,2,1.3969791955116,0,31,33,13,20,64
"2020-08-09","12",4,"GP074F",2227,"model","Primary","09:10:56","09:16:03",48.6052925,-63.7944775,139,2.67,"Avalon Voyager II",0,0,0,0,0,9,2,0,2,11
"2020-08-09","12",5,"GP083F",1466,"model","Primary","10:28:58","10:34:18",48.5496025,-63.6170266666667,117,2.38,"Avalon Voyager II",1,0.394978550303763,1,0.394978550303763,0,7,8,1,7,15
"2020-08-09","12",6,"GP078F",2478,"model","Primary","12:04:12","12:09:17",48.6427533333333,-63.5091708333333,159.1,3.54,"Avalon Voyager II",1,0.368428410808586,1,0.368428410808586,0,1,0,0,0,1
"2020-08-09","12",7,"GP107F",2778,"model","Primary","13:13:46","13:18:58",48.6332216666667,-63.4780433333333,157.3,3.5,"Avalon Voyager II",0,0,0,0,0,0,0,0,0,0
"2020-08-09","12",8,"GP096F",2833,"model","Primary","14:24:33","14:29:35",48.5744025,-63.4207591666667,131.7,2.14,"Avalon Voyager II",0,0,0,0,0,19,9,0,9,28
"2020-08-09","12",9,"GP112F",3184,"model","Primary","15:52:16","15:57:16",48.4384883333333,-63.4082175,117,2.23,"Avalon Voyager II",0,0,0,0,1,35,30,3,27,65
"2020-08-09","12",11,"GP103A1",3015,"model","Alternate 1","18:36:43","18:41:49",48.3797791666667,-63.3639516666667,93.3,0.59,"Avalon Voyager II",3,1.81920437818717,2,1.27030227284117,0,81,65,14,51,146
"2020-08-09","12",12,"GP089F",3523,"model","Primary","19:45:39","19:50:43",48.3135591666667,-63.5211283333333,96.9,0.98,"Avalon Voyager II",5,2.69464593439121,5,2.69464593439121,0,140,53,1,52,193
"2020-08-10","12",2,"GP086A1",3326,"model","Alternate 1","07:03:04","07:08:06",48.4064441666667,-63.6152366666667,107.9,1.14,"Avalon Voyager II",0,0,0,0,0,98,60,0,60,158
"2020-08-10","12",4,"GP073A1",2273,"model","Alternate 1","09:26:27","09:31:30",48.3194475,-63.7541525,82.3,0.7,"Avalon Voyager II",0,0,0,0,0,72,67,24,43,139
"2020-08-10","12",5,"GP065F",2416,"model","Primary","11:02:11","11:07:22",48.4523908333333,-63.7442608333333,146.3,2.71,"Avalon Voyager II",0,0,0,0,0,119,107,0,107,226
"2020-08-10","12",6,"GP059F",2932,"model","Primary","12:10:33","12:15:33",48.4114816666667,-63.8894766666667,96.9,1.35,"Avalon Voyager II",0,0,0,0,0,25,72,55,17,97
"2020-08-10","12",7,"GP058F",1771,"model","Primary","13:01:49","13:06:51",48.3408816666667,-63.8462841666667,107.9,1.72,"Avalon Voyager II",5,3.13032619132586,2,1.14069239805479,2,77,64,16,48,141
"2020-08-10","12",8,"GP029F",2917,"model","Primary","14:23:35","14:28:40",48.2686475,-64.016415,62.2,0.5,"Avalon Voyager II",0,0,0,0,0,67,23,1,22,90
"2020-08-10","12",9,"GP037F",3298,"model","Primary","15:08:00","15:13:05",48.2312583333333,-64.0670258333333,65.8,0.74,"Avalon Voyager II",6,2.79509843812378,1,0.360987162012453,1,127,83,4,79,210
"2020-08-10","12",11,"GP055A1",2873,"model","Alternate 1","17:04:16","17:09:14",48.1763241666667,-63.9133883333333,65.8,0.7,"Avalon Voyager II",0,0,0,0,2,40,13,0,13,53
"2020-08-10","12",12,"GP071F",3689,"model","Primary","17:55:41","18:00:46",48.1743916666667,-63.8245358333333,89.6,0.58,"Avalon Voyager II",4,2.22748657641127,3,1.62850376125029,0,69,35,5,30,104
"2020-08-11","12",4,"GP053F",2100,"model","Primary","10:03:10","10:08:25",48.0347283333333,-63.9389775,86,0.66,"Avalon Voyager II",5,2.66955426834074,1,0.445115360726372,4,210,180,1,179,390
"2020-08-11","12",5,"GP039F",2955,"model","Primary","11:36:10","11:41:27",47.9400225,-64.0582133333333,62.2,1.45,"Avalon Voyager II",5,3.43318405132966,1,0.417465474182318,0,105,55,0,55,160
"2020-08-11","12",7,"GP031A1",3004,"model","Alternate 1","14:10:44","14:15:56",47.820375,-64.251895,42.1,2.86,"Avalon Voyager II",0,0,0,0,0,0,0,0,0,0
"2020-08-11","12",8,"GP045F",2077,"model","Primary","16:18:23","16:23:33",47.938165,-63.96788,91.4,0.41,"Avalon Voyager II",0,0,0,0,6,26,38,22,16,64
"2020-08-11","12",9,"GP062F",2515,"model","Primary","17:49:01","17:54:14",47.9915341666667,-63.7702158333333,96.9,0.47,"Avalon Voyager II",9,5.46807097033821,1,0.360869874915228,10,168,160,34,126,328
"2020-08-11","12",10,"GP060F",2086,"model","Primary","19:08:13","19:13:22",48.05774,-63.6768625,96.9,0.49,"Avalon Voyager II",6,3.86612095867377,1,0.412694980674934,3,124,121,12,109,245
"2020-08-12","12",1,"GP082A1",3177,"average","Alternate 1","06:03:19","06:08:35",48.1478741666667,-63.5362208333333,91.4,0.54,"Avalon Voyager II",1,0.604287748821232,0,0,0,340,404,7,397,744
"2020-08-12","12",2,"GP075F",3919,"model","Primary","07:58:43","08:04:00",48.198715,-63.5063766666667,95.1,0.62,"Avalon Voyager II",3,1.99738765054881,2,1.21063026854512,0,107,159,53,106,266
"2020-08-12","12",3,"GP101F",1335,"model","Primary","09:15:09","09:20:28",48.1362916666667,-63.3994116666667,78.6,0.42,"Avalon Voyager II",0,0,0,0,0,28,15,1,14,43
"2020-08-12","12",4,"GP114F",3774,"model","Primary","10:15:41","10:20:50",48.2131391666667,-63.311325,93.3,0.41,"Avalon Voyager II",6,3.03952698367423,6,3.03952698367423,1,275,297,127,170,572
"2020-08-12","12",5,"GP126F",2961,"model","Primary","11:54:57","12:00:12",48.1513591666667,-63.20672,73.2,0.46,"Avalon Voyager II",4,1.8971958067157,4,1.8971958067157,2,48,31,7,24,79
"2020-08-12","12",6,"GP118F",3572,"model","Primary","13:04:44","13:09:44",48.0728566666667,-63.2626216666667,76.8,0.38,"Avalon Voyager II",4,1.73690544352521,0,0,3,65,50,29,21,115
"2020-08-12","12",7,"GP100F",3522,"model","Primary","14:40:43","14:45:44",47.9769341666667,-63.4156883333333,76.8,0.46,"Avalon Voyager II",3,1.30236338737914,3,1.30236338737914,0,20,31,25,6,51
"2020-08-12","12",8,"GP087F",3394,"model","Primary","15:46:22","15:51:33",47.9813533333333,-63.5306791666667,75,0.38,"Avalon Voyager II",2,1.21553399479452,2,1.21553399479452,0,88,149,110,39,237
"2020-08-12","12",10,"GP092A1",3096,"average","Alternate 1","18:26:05","18:31:09",47.8309116666667,-63.5405258333333,67.7,0.34,"Avalon Voyager II",1,0.881428027980349,0,0,0,161,133,6,127,294
"2020-08-12","12",11,"GP069F",3085,"model","Primary","19:50:29","19:55:37",47.90522,-63.708975,67.7,0.38,"Avalon Voyager II",3,1.67873796162428,1,0.369857468662832,0,76,58,1,57,134
"2020-08-13","12",1,"GP051F",1864,"model","Primary","05:56:47","06:01:47",47.8199425,-63.8739425,86,0.42,"Avalon Voyager II",1,0.86775908179646,1,0.86775908179646,3,34,19,9,10,53
"2020-08-13","12",2,"GP052F",2215,"model","Primary","06:52:25","06:57:23",47.7565858333333,-63.87842,73.2,0.38,"Avalon Voyager II",14,8.05529158765359,6,3.48900861903568,10,74,145,112,33,219
"2020-08-13","12",4,"GP047A1",3134,"model","Alternate 1","09:02:39","09:07:50",47.6079633333333,-63.9028575,54.9,0.94,"Avalon Voyager II",0,0,0,0,0,38,18,1,17,56
"2020-08-13","12",6,"GP070A1",2897,"average","Alternate 1","11:45:54","11:51:17",47.5833816666667,-63.7440891666667,60.4,0.42,"Avalon Voyager II",3,1.37304546657354,2,0.717994506267552,0,96,74,0,74,170
"2020-08-13","12",7,"GP093F",3008,"average","Primary","13:01:13","13:06:14",47.6444458333333,-63.6137866666667,71.3,0.38,"Avalon Voyager II",2,1.0515458747726,1,0.60561893573551,0,74,37,1,36,111
"2020-08-13","12",8,"GP063F",3512,"model","Primary","14:13:53","14:19:10",47.7269175,-63.6698958333333,71.3,0.38,"Avalon Voyager II",6,3.28411762194696,5,2.62941781765842,0,105,165,64,101,270
"2020-08-13","12",9,"GP095F",3502,"model","Primary","15:33:49","15:39:07",47.7742358333333,-63.49595,76.8,0.34,"Avalon Voyager II",4,1.96490569561647,2,1.14815633543072,1,130,139,61,78,269
"2020-08-13","12",10,"GP111F",3537,"model","Primary","16:59:27","17:04:33",47.80411,-63.3216083333333,80.5,0.3,"Avalon Voyager II",16,8.30636009634686,9,4.03585733022666,1,76,171,139,32,247
"2020-08-13","12",11,"GP110F",3151,"model","Primary","18:01:28","18:06:33",47.8345591666667,-63.3414141666667,76.8,0.38,"Avalon Voyager II",5,3.22207819830442,2,1.30543952492587,0,63,112,70,42,175
"2020-08-13","12",12,"GP129F",2118,"model","Primary","19:16:04","19:20:59",47.926155,-63.1880433333333,64,0.3,"Avalon Voyager II",6,3.47094485762497,1,0.364399728295434,0,68,47,2,45,115
"2020-08-14","12",1,"GP281F",2444,"model","Primary","05:53:46","05:58:57",47.8981666666667,-61.742055,58.5,0.42,"Avalon Voyager II",0,0,0,0,0,40,77,77,0,117
"2020-08-14","12",2,"GP258F",2465,"model","Primary","07:12:44","07:17:47",47.8674575,-61.9078141666667,54.9,0.5,"Avalon Voyager II",2,0.768206715321704,2,0.768206715321704,0,58,27,27,0,85
"2020-08-14","12",3,"GP247F",2109,"model","Primary","08:02:21","08:06:56",47.8691025,-61.9838933333333,54.9,0.52,"Avalon Voyager II",3,1.48446186109806,0,0,0,65,5,1,4,70
"2020-08-14","12",4,"GP223F",2494,"model","Primary","09:28:13","09:33:25",47.8401008333333,-62.1852,58.5,0.5,"Avalon Voyager II",6,2.47499601971014,1,0.367477785869016,2,120,29,8,21,149
"2020-08-14","12",5,"GP209F",2618,"model","Primary","11:11:45","11:17:09",47.9077883333333,-62.431615,73.2,0.46,"Avalon Voyager II",3,1.40711888998701,3,1.40711888998701,0,44,115,105,10,159
"2020-08-14","12",6,"GP204F",2249,"model","Primary","12:09:52","12:14:22",47.9532658333333,-62.5056975,64,0.22,"Avalon Voyager II",1,0.357712869515189,1,0.357712869515189,1,28,14,4,10,42
"2020-08-14","12",7,"GP193F",2358,"model","Primary","13:00:34","13:05:25",47.9150041666667,-62.5830658333333,64,0.34,"Avalon Voyager II",0,0,0,0,0,35,14,8,6,49
"2020-08-14","12",8,"GP183F",3589,"model","Primary","14:26:26","14:31:49",48.0262825,-62.6740233333333,86,0.7,"Avalon Voyager II",9,4.64831102163778,4,2.36107485285402,1,64,106,90,16,170
"2020-08-14","12",9,"GP172F",3018,"model","Primary","15:34:05","15:38:58",48.0328666666667,-62.8102075,82.3,0.2,"Avalon Voyager II",3,1.72739169464305,2,1.12093975943361,1,79,53,19,34,132
"2020-08-14","12",10,"GP157F",2603,"model","Primary","16:36:11","16:41:22",48.07479,-62.9148816666667,65.8,0.18,"Avalon Voyager II",1,0.47794037733123,0,0,0,26,16,5,11,42
"2020-08-14","12",11,"GP143F",2752,"model","Primary","17:57:49","18:02:57",48.04835,-63.0936233333333,58.5,0.5,"Avalon Voyager II",0,0,0,0,0,8,0,0,0,8
"2020-08-14","12",12,"GP144F",2944,"average","Primary","19:02:31","19:07:55",47.9372716666667,-63.0574858333333,62.2,0.27,"Avalon Voyager II",1,0.495023578874918,0,0,1,80,46,0,46,126
"2020-08-14","12",13,"GP136F",2709,"model","Primary","19:54:27","20:00:05",47.8846208333333,-63.1294483333333,69.5,0.26,"Avalon Voyager II",12,6.35585262965097,1,0.383499012988513,2,184,151,18,133,335
"2020-08-15","12",1,"GP135F",3123,"model","Primary","05:59:27","06:04:21",47.8115691666667,-63.1426033333333,73.2,0.3,"Avalon Voyager II",17,8.89859034158589,5,2.7911872859198,3,76,11,0,11,87
"2020-08-15","12",2,"GP145F",3049,"model","Primary","07:06:46","07:11:44",47.7827616666667,-63.0589383333333,75,0.3,"Avalon Voyager II",9,4.51756624532743,6,2.65572159072871,0,94,110,70,40,204
"2020-08-15","12",3,"GP131F",3346,"model","Primary","08:01:59","08:07:11",47.7659766666667,-63.1673191666667,73.2,0.26,"Avalon Voyager II",7,3.43772360714845,2,1.02650235895104,2,44,58,35,23,102
"2020-08-15","12",4,"GP137F",2845,"model","Primary","09:14:48","09:19:42",47.6787475,-63.1313658333333,67.7,0.26,"Avalon Voyager II",11,5.8217808187351,1,0.373446526871604,1,101,108,33,75,209
"2020-08-15","12",5,"GP132F",2160,"model","Primary","10:15:00","10:19:26",47.5815291666667,-63.1731966666667,65.8,0.22,"Avalon Voyager II",13,6.91768301456078,1,0.468920060922378,0,195,235,78,157,430
"2020-08-15","12",6,"GP119F",2724,"model","Primary","11:27:09","11:32:38",47.6089216666667,-63.2654233333333,86,0.38,"Avalon Voyager II",18,10.2855805595901,5,2.97955239473916,3,116,43,9,34,159
"2020-08-15","12",7,"GP102F",2882,"model","Primary","12:23:44","12:28:12",47.6202116666667,-63.3965033333333,80.5,0.34,"Avalon Voyager II",15,8.68521880933484,0,0,3,419,347,7,340,766
"2020-08-15","12",8,"GP108F",3681,"model","Primary","14:18:00","14:23:01",47.5615408333333,-63.3554033333333,75,0.36,"Avalon Voyager II",14,9.01223243085529,5,2.70285800873983,1,57,136,107,29,193
"2020-08-15","12",9,"GP104F",2308,"model","Primary","15:45:19","15:50:26",47.4409783333333,-63.4009333333333,80.5,0.3,"Avalon Voyager II",4,1.89813001578077,3,1.46027389837926,8,211,203,0,203,414
"2020-08-15","12",10,"GP079F",3988,"model","Primary","17:09:12","17:14:32",47.3699233333333,-63.4853583333333,73.2,0.26,"Avalon Voyager II",7,3.80702885820686,4,1.89638887838759,1,53,112,94,18,165
"2020-08-15","12",11,"GP090F",3888,"model","Primary","17:59:29","18:04:39",47.3420541666667,-63.5159466666667,69.5,0.22,"Avalon Voyager II",9,4.39864983539643,3,1.22531544936597,1,45,108,100,8,153
"2020-08-15","12",13,"GP097A1",4304,"model","Alternate 1","20:30:27","20:36:11",47.3273116666667,-63.3359591666667,69.5,0.24,"Avalon Voyager II",4,2.34247135535668,0,0,3,161,178,23,155,339
"2020-08-16","12",1,"GP105F",3003,"model","Primary","06:00:03","06:04:51",47.1873258333333,-63.3147766666667,60.4,0,"Avalon Voyager II",6,2.65126061309203,1,0.361808894606652,1,37,13,0,13,50
"2020-08-16","12",2,"GP124F",3041,"model","Primary","07:17:26","07:22:26",47.1762858333333,-63.2452525,65.8,0.11,"Avalon Voyager II",18,9.97681182596396,3,1.37843244655279,6,77,100,86,14,177
"2020-08-16","12",3,"GP150F",1624,"model","Primary","08:43:23","08:48:27",47.0929508333333,-63.095595,60.4,-0.02,"Avalon Voyager II",0,0,0,0,0,14,8,1,7,22
"2020-08-16","12",4,"GP163F",2616,"average","Primary","10:04:49","10:09:56",47.097795,-62.878735,58.5,0.02,"Avalon Voyager II",14,8.56445306895239,0,0,3,143,56,29,27,199
"2020-08-16","12",5,"GP191F",3497,"model","Primary","12:02:03","12:07:06",47.05827,-62.51397,69.5,0.15,"Avalon Voyager II",12,5.8574232901233,3,1.4482718616368,7,120,360,335,25,480
"2020-08-16","12",6,"GP210F",2828,"model","Primary","13:25:38","13:30:38",47.0109683333333,-62.340065,58.5,0.22,"Avalon Voyager II",6,3.02587974057063,0,0,2,59,139,132,7,198
"2020-08-16","12",7,"GP229F",2653,"model","Primary","14:28:54","14:33:55",46.9625875,-62.1627483333333,54.9,1.32,"Avalon Voyager II",1,0.608621364454906,0,0,0,34,2,1,1,36
"2020-08-16","12",8,"GP246F",2684,"model","Primary","15:58:34","16:03:31",46.9578241666667,-62.0212216666667,51.2,0.26,"Avalon Voyager II",2,0.985579880099874,0,0,0,49,1,1,0,50
"2020-08-16","12",9,"GP252F",3401,"model","Primary","17:04:48","17:09:36",46.8907591666667,-61.857275,56.7,0.29,"Avalon Voyager II",11,5.98306913993488,0,0,1,105,13,12,1,118
"2020-08-16","12",10,"GP275F",2518,"model","Primary","17:55:19","18:00:31",46.8720191666667,-61.7247033333333,54.9,0.9,"Avalon Voyager II",24,12.7026583542253,6,2.76312837844985,4,192,39,38,1,231
"2020-08-16","12",11,"GP283F",3033,"model","Primary","19:10:20","19:15:10",46.737985,-61.60915,73.2,1.85,"Avalon Voyager II",9,4.6094322067377,4,1.72214724928832,1,79,86,84,2,165
"2020-08-24","12",2,"GP241A1",1920,"average","Alternate 1","07:18:08","07:23:08",46.2724425,-61.9905233333333,40.2,5.67,"Avalon Voyager II",1,0.753256242713488,0,0,0,3,4,0,4,7
"2020-08-24","12",3,"GP231F",2028,"average","Primary","08:45:22","08:50:25",46.2118183333333,-62.1875283333333,32.9,6.59,"Avalon Voyager II",0,0,0,0,0,0,0,0,0,0
"2020-08-24","12",4,"GP238F",1911,"average","Primary","09:47:00","09:52:14",46.1092633333333,-62.108605,38.4,4.91,"Avalon Voyager II",0,0,0,0,0,0,0,0,0,0
"2020-08-24","12",5,"GP262F",1930,"model","Primary","11:13:30","11:18:34",46.0691258333333,-61.8849075,45.7,3.41,"Avalon Voyager II",7,4.98051743576053,0,0,3,28,24,0,24,52
"2020-08-24","12",6,"GP264F",1701,"model","Primary","12:00:33","12:05:02",46.0789741666667,-61.846555,47.5,2.88,"Avalon Voyager II",9,6.31853837988675,0,0,2,111,101,0,101,212
